Name,Ethnicon,Characterization,Note,Work,Sub_Work,Book,Casaubon_Reference,Kaibel_Reference,Note_Reference,Is_Range
Epicurus,,,"inconcinua dictione usus est",,,5,5.187c,5.12,,
Epicurus,,,"alta voce clamavit nulluni bonum se nosse nisi voluptatem sensibus corporis perceptam",,,7,7.278f,7.8,,
Epicurus,,,,"περὶ ἐπιτηδευμάτων ἐπιστολή",,8,8.354b,8.50,,
Epicurus,,,,"πρὸς Ἕρμαρχον ἐπιστολαί",,13,13.588b,13.53@13.54,,
Epicurus,,,,Κανών,,3,3.102b,3.60,,
Epicurus,,,,Συμπόσιον,,5,5.186e,5.3,,
Epicurus,,,,Συμπόσιον,,5,5.187b,5.3@5.12,,
Epicurus,,,,Συμπόσιον,,5,5.177b,5.3@5.4,,
Epicurus,,,,Συμπόσιον,,5,5.179d,5.7,,
Epicurus,,,,Συμπόσιον,,5,5.182a,5.11@5.12,,
Epicurus,,,,"περὶ τέλους",,7,7.280a,7.11,,
Epicurus,,,,"περὶ τέλους",,12,12.546e,12.67,,
Epicurus,,,,"περὶ τέλους",,12,12.546f,12.67,"coll. VII.278f",
Epicurus,,,,"περὶ τέλους",,12,12.547a,12.67@12.68,,
Epigenes,,comicus,,,,9,9.384a,9.32,,
Epigenes,,comicus,,"Ἀργυρίου ἀφανισμός",,9,9.409d,9.77,,
Epigenes,,comicus,,Βάκχαι,,9,9.384a,9.32,,
Epigenes,,comicus,,Βακχεία,,3,3.75d,3.7,,
Epigenes,,comicus,,Βακχεία,,11,11.498e,11.99,,
Epigenes,,comicus,,Ἡρωίνη,,11,11.469c,11.37@11.38,,
Epigenes,,comicus,,Ἡρωίνη,,11,11.474a,11.47@11.48,,
Epigenes,,comicus,,Ἡρωίνη,,11,11.502e,11.108,,
Epigenes,,comicus,,Μνημάτιον,,11,11.472f,11.45,,
Epigenes,,comicus,,Μνημάτιον,,11,11.480a,11.59,,
Epigenes,,comicus,,Μνημάτιον,,11,11.486b,11.71,,
"Epigenes (libri Epimenes)",,grammaticus,,,,11,11.468c,11.34,,
Epilycus,,comicus,,,,1,1.28e,1.51,,
Epilycus,,comicus,,Κωραλίσκος,,4,4.133b,4.10,,
Epilycus,,comicus,,Κωραλίσκος,,4,4.140a,4.17,,
Epilycus,,comicus,,Κωραλίσκος,,14,14.650e,14.63@14.64,,
Epilycus,,comicus,,Κωραλίσκος,,15,15.691c,15.43@15.44,,
Epimenes,,,,,,0,,,,"vide Epigenes grammaticus"
Epimenides,Cretensis,,,"ἡ Τελχινιακὴ ἱστορία",,7,7.282e,7.17@7.18,,
Epinicus,,comicus,,Ὑποβαλλόμεναι,,11,11.469a,11.35@11.36,,
Epinicus,,comicus,,Ὑποβαλλόμεναι,,11,11.479a,11.57,,
Epinicus,,comicus,,Ὑποβαλλόμεναι,,11,11.479b,11.57,,
Epinicus,,comicus,,Ὑποβαλλόμεναι,,11,11.500f,11.102@11.103,,
Epinicus,,comicus,,Μνησιπτόλεμος,,10,10.432b,10.39@10.40,,
Epinicus,,comicus,,Μνησιπτόλεμος,,10,10.432c,10.40,,
Erasistratus,,medicus,,,,2,2.46c,2.25,,
Erasistratus,,medicus,,"ἡ περὶ τῶν καθόλου πραγματεία",,15,15.665e,15.2,,
Erasistratus,,medicus,,"ἡ περὶ τῶν καθόλου πραγματεία",,15,15.666a,15.2,,
Erasistratus,,medicus,,Ὀψαρτυτικός,,7,7.324a,7.124,,
Erasistratus,,medicus,,Ὀψαρτυτικός,,12,12.516c,12.11@12.12,,
Eratosthenes,,,,,,1,1.16d,1.28,,
Eratosthenes,,,,,,1,1.16e,1.28@1.29,,
Eratosthenes,,,,,,1,1.24b,1.43@1.44,,
Eratosthenes,,,,,,2,2.36e,2.4,,
Eratosthenes,,,,,,2,2.41d,2.14@2.15,,
Eratosthenes,,,,,,4,4.140a,4.17,,
Eratosthenes,,,,,,11,11.499e,11.100@11.101,,
Eratosthenes,,,,,,1,1.2b,1.3@1.4,fortasse,
Eratosthenes,,,,Ἀντερινύς,,9,9.376b,9.18,,
Eratosthenes,,,,Ἀρίστων,,7,7.281c,7.14,,
Eratosthenes,,,,Ἀρίστων,,13,13.588a,13.53,,
Eratosthenes,,,,Ἀρσινόη,,7,7.276a,7.1@7.2,,
Eratosthenes,,,,Ἀρσινόη,,7,7.276b,7.2,,
Eratosthenes,,,,Ἐπιστολαί,,10,10.418a,10.11,,
Eratosthenes,,,,"πρὸς Ἀγητορα τὸν Λακωνα ἐπιστολή",,11,11.482a,11.63@11.64,,
Eratosthenes,,,,Ἑρμῆς,,5,5.189d,5.15,,
Eratosthenes,,,,Ἑρμῆς,,7,7.284d,7.20@7.21,,
Eratosthenes,,,,"in Eratosthenis Ερμῆν commentarii Timarchi",,11,11.501e,11.104,,
Eratosthenes,,,,"περὶ κωμῳδίας",,11,11.501d,11.103@11.104,,
Eratosthenes,,,,Ὀλυμπιονῖκαι,αʹ,4,4.154a,4.39@4.40,,
"Eretriensis sive Erythraeus",,grammaticus,,,,13,13.604a,13.81,,
"Ergias (Erxias?)",Rhodius,,,"τὰ περὶ πατρίδος (περὶ Ῥόδου)",,8,8.360d,8.60@8.61,,
"Ergias (Erxias?)",Rhodius,,,"τὰ περὶ πατρίδος (περὶ Ῥόδου)",,8,8.360e,8.61,,
Eriphanis,,"poetria lyrica",,,,14,14.619c,14.10@14.11,,
Eriphus,,comicus,,,,2,2.58a,2.50,,
Eriphus,,comicus,,,,2,2.58b,2.50@2.51,,
Eriphus,,comicus,,Αἴολος,,4,4.134c,4.12,,
Eriphus,,comicus,,Μελίβοια,,3,3.84c,3.27@3.28,,
Eriphus,,comicus,,Μελίβοια,,7,7.302e,7.65,,
Eriphus,,comicus,,Μελίβοια,,15,15.693c,15.47@15.48,,
Eriphus,,comicus,,Πελταστής,,4,4.137d,4.14,,
"Erxias (vide Ergias)",,,,Κολοφωνιακά,,13,13.561f,13.12,,
Eualces,,,,Ἐφεσιακά,,13,13.573a,13.31,,
Euangelus,,comicus,,Ἀνακαλυπτομένη,,14,14.644d,14.52,,
Euanthes,,epicus,,"εἰς τὸν Γλαῦκον ὕμνος",,7,7.296c,7.47,,
Euboeus,Parius,parodus,,,,15,15.679f,15.25,,
Euboeus,Parius,parodus,,,,15,15.699c,15.56,,
Euboeus,Parius,parodus,,"Παρῳδιαῖν βιβλία τέτταρα",,15,15.698a,15.54@15.55,,
Euboeus,Parius,parodus,,"Παρῳδιαῖν βιβλία τέτταρα",,15,15.698b,15.55,,
Eubulus,,comicus,,,,1,1.8a,1.14,,
Eubulus,,comicus,,,,1,1.8b,1.14,,
Eubulus,,comicus,,,,1,1.23a,1.41,,
Eubulus,,comicus,,,,1,1.25b,1.45@1.46,,
Eubulus,,comicus,,,,1,1.25c,1.46,,
Eubulus,,comicus,,,,1,1.25f,1.46@1.47,,
Eubulus,,comicus,,,,1,1.28f,1.51,,
Eubulus,,comicus,,,,1,1.29a,1.52,,
Eubulus,,comicus,,,,1,1.34d,1.62,,
Eubulus,,comicus,,,,2,2.36d,2.3@2.4,,
Eubulus,,comicus,,,,2,2.43c,2.18,,
Eubulus,,comicus,,,,2,2.43f,2.19@2.20,,
Eubulus,,comicus,,,,2,2.47b,2.27,,
Eubulus,,comicus,,,,2,2.47f,2.29,,
Eubulus,,comicus,,,,2,2.49c,2.32,,
Eubulus,,comicus,,,,2,2.52b,2.38@2.39,,
Eubulus,,comicus,,,,2,2.65c,2.69@2.70,,
Eubulus,,comicus,,,,2,2.65e,2.71,,
Eubulus,,comicus,,,,2,2.66d,2.73,,
Eubulus,,comicus,,,,3,3.114f,3.82,,
Eubulus,,comicus,,Ἀγκυλίων,,9,9.369d,9.8,,
Eubulus,,comicus,,Ἀγκυλίων,,14,14.646b,14.55,,
Eubulus,,comicus,,Ἀγκυλίων,,15,15.668d,15.7,,
Eubulus,,comicus,,Ἀμαλθεία,,2,2.63d,2.63@2.64,,
Eubulus,,comicus,,Ἀνασωζόμενοι,,8,8.340d,8.24,,
Eubulus,,comicus,,Ἀντιόπη,,10,10.417b,10.10@10.11,,
Eubulus,,comicus,,Ἄστυτοι,,2,2.69c,2.80,,
Eubulus,,comicus,,Αὔγη,,14,14.622e,14.17,,
Eubulus,,comicus,,Βελλεροφόντης,,15,15.666e,15.3@15.4,,
Eubulus,,comicus,,Γανυμήδης,,3,3.110a,3.74,,
Eubulus,,comicus,,Γανυμήδης,,6,6.248c,6.52@6.53,,
Eubulus,,comicus,,Γλαῦκος,,1,1.28d,1.50@1.51,,
Eubulus,,comicus,,Δαίδαλος,,6,6.247a,6.50@6.51,,
Eubulus,,comicus,,Δευκαλίων,,3,3.100e,3.57@3.58,,
Eubulus,,comicus,,Δευκαλίων,,3,3.107f,3.70,,
Eubulus,,comicus,,Διονύσιος,,6,6.260c,6.76,,
Eubulus,,comicus,,Διόνυσος,,0,,,,"vide Σεμέλη"
Eubulus,,comicus,,Δόλων,,3,3.100a,3.56,,
Eubulus,,comicus,,Δόλων,,11,11.471d,11.42,,
Eubulus,,comicus,,Εὐρώπη,,10,10.417c,10.11,,
Eubulus,,comicus,,Ἠχώ,,7,7.300b,7.55@7.56,,
Eubulus,,comicus,,Ἰξίων,,8,8.347d,8.39,,
Eubulus,,comicus,,Ἴων,,4,4.169f,4.68,,
Eubulus,,comicus,,Ἴων,,7,7.300c,7.56,,
Eubulus,,comicus,,Ἴων,,7,7.302d,7.64@7.65,,
Eubulus,,comicus,,Ἴων,,10,10.417d,10.11,,
Eubulus,,comicus,,Καμπυλίων,,7,7.295e,7.46,,
Eubulus,,comicus,,Καμπυλίων,,13,13.571f,13.29,,
Eubulus,,comicus,,Καμπυλίων,,14,14.642c,14.49,,
Eubulus,,comicus,,"Ἀραρως ἢ Ευβουλος ἐν Καμπυλίωνι",,11,11.471e,11.42,,
Eubulus,,comicus,,"Ἀραρως ἢ Ευβουλος ἐν Καμπυλίωνι",,13,13.562c,13.13,,
Eubulus,,comicus,,Κατακολλώμενος,,9,9.396a,9.53,,
Eubulus,,comicus,,Κατακολλώμενος,,10,10.442e,10.59@10.60,,
Eubulus,,comicus,,Κατακολλώμενος,,11,11.500e,11.102,,
Eubulus,,comicus,,Κατακολλώμενος,,14,14.653e,14.68,,
Eubulus,,comicus,,Κέρκωπες,,10,10.417d,10.11,,
Eubulus,,comicus,,Κέρκωπες,,13,13.567c,13.21,,
Eubulus,,comicus,,Κλεψύδρα,,13,13.567d,13.21@13.22,,
Eubulus,,comicus,,Κυβευταί,,11,11.471d,11.42,,
Eubulus,,comicus,,Κύκνος,,0,,,,"vide Προσουσία"
Eubulus,,comicus,,"Λάκωνες ἢ Λήδα",,3,3.108a,3.70@3.71,,
Eubulus,,comicus,,"Λάκωνες ἢ Λήδα",,7,7.330c,7.140,,
Eubulus,,comicus,,"Λάκωνες ἢ Λήδα",,9,9.380f,9.25@9.26,,
Eubulus,,comicus,,Λήδα,,11,11.460e,11.3,,
Eubulus,,comicus,,Μήδεια,,7,7.300c,7.56,,
Eubulus,,comicus,,Μυλωθρίς,,11,11.494e,11.87,,
Eubulus,,comicus,,Μυσοί,,10,10.417d,10.11,,
Eubulus,,comicus,,Νάννιον,,13,13.568f,13.24,,
Eubulus,,comicus,,Ναυσικάα,,7,7.307f,7.79@7.80,,
Eubulus,,comicus,,Νεοττίς,,11,11.467b,11.30,,
Eubulus,,comicus,,"Ὀδυσσεὺς ἣ Πανόπται",,11,11.478c,11.56,,
Eubulus,,comicus,,Οἰδίπους,,6,6.239a,6.35@6.36,,
Eubulus,,comicus,,"Οἰνόμαος ἣ Πέλοψ",,15,15.678f,15.23,,
Eubulus,,comicus,,Ὀλβία,,14,14.640b,14.46,,
Eubulus,,comicus,,Ὀρθάνης,,3,3.105f,3.66,,
Eubulus,,comicus,,Ὀρθάνης,,3,3.108a,3.70@3.71,,
Eubulus,,comicus,,Ὀρθάνης,,3,3.108d,3.72,,
Eubulus,,comicus,,Ὀρθάνης,,3,3.112f,3.78,,
Eubulus,,comicus,,Ὀρθάνης,,6,6.228f,6.14,,
Eubulus,,comicus,,Ὀρθάνης,,10,10.424b,10.23,,
Eubulus,,comicus,,Πάμφιλος,,11,11.473e,11.47,,
Eubulus,,comicus,,Παννυχίς,,13,13.568e,13.24,,
Eubulus,,comicus,,Πανόπται,,0,,,,"vide Ὀδυσσεύς"
Eubulus,,comicus,,Πέλοψ,,0,,,,"vide Οἰνόμαος"
Eubulus,,comicus,,Πορνοβοσκός,,3,3.108d,3.72,,
Eubulus,,comicus,,Πορνοβοσκός,,9,9.371f,9.13,,
Eubulus,,comicus,,Προκρίς,,10,10.422e,10.20,,
Eubulus,,comicus,,Προκρίς,,12,12.553b,12.78,,
Eubulus,,comicus,,"Προσουσία ἢ Κύκνος",,7,7.301a,7.60,,
Eubulus,,comicus,,"Σεμέλη ἢ Διόνυσος",,11,11.460e,11.3,,
Eubulus,,comicus,,Στεφανοπώλιδες,,9,9.384c,9.32@9.33,,
Eubulus,,comicus,,Στεφανοπώλιδες,,13,13.557f,13.6,,
Eubulus,,comicus,,Στεφανοπώλιδες,,15,15.679b,15.23@15.24,,
Eubulus,,comicus,,Στεφανοπώλιδες,,15,15.679d,15.24,,
Eubulus,,comicus,,Στεφανοπώλιδες,,15,15.679e,15.24@15.25,,
Eubulus,,comicus,,Στεφανοπώλιδες,,15,15.690e,15.42,,
Eubulus,,comicus,,Σφιγγοκαρίων,,3,3.80a,3.17@3.18,,
Eubulus,,comicus,,Σφιγγοκαρίων,,3,3.80b,3.18@3.19,,
Eubulus,,comicus,,Σφιγγοκαρίων,,10,10.449e,10.71,,
Eubulus,,comicus,,Σφιγγοκαρίων,,10,10.450c,10.71@10.72,,
Eubulus,,comicus,,Σφιγγοκαρίων,,12,12.553a,12.77@12.78,,
Eubulus,,comicus,,Τιτθαί,,3,3.106a,3.66,,
Eubulus,,comicus,,Τιτθαί,,7,7.311d,7.87,,
Eubulus,,comicus,,Τιτθαί,,15,15.685c,15.32@15.33,,
Eubulus,,comicus,,Τιτᾶνες,,6,6.229a,6.14,,
Eubulus,,comicus,,Φοίνιξ,,9,9.397a,9.55@9.56,,
Eubulus,,comicus,,Χάριτες,,12,12.519a,12.16,,
Eubulus,,comicus,,Χρυσίλλα,,13,13.559b,13.7@13.8,,
Eubulus,,comicus,,Ψάλτρια,,11,11.460e,11.3,,
Eucrates,,,"v. adn.",,,3,3.111c,3.76,,
Eudemus,Atheniensis,,,"περὶ λαχάνων",,9,9.369e,9.8@9.9,,
Eudemus,Atheniensis,,,"περὶ λαχάνων",,9,9.371a,9.11,,
Eudoxus,Cnidius,,,"Γῆς περίοδος",αʹ,9,9.394d,9.50@9.51,,
Eudoxus,Cnidius,,,"Γῆς περίοδος",ςʹ,7,7.288c,7.31,,
Euemerus,Cous,,,"Ἱερᾶς ἀναγραφῆς βιβλία",θʹ,14,14.658e,14.76@14.77,,
Euemerus,Cous,,,"Ἱερᾶς ἀναγραφῆς βιβλία",θʹ,14,14.658f,14.77,,
Eunor,,medicus,,,,2,2.46d,2.25@2.26,,
Euenus,Parius,,,,,9,9.367e,9.4@9.5,,
Euenus,Parius,,,,,10,10.429f,10.34@10.35,,
Eumachus,Corcyraeus,,,Ῥιζοτομικός,,15,15.681e,15.28,,
Eumachus,Neapolitanus,,,"αἱ περὶ Ἀννίβαν ἱστορίαι",βʹ,13,13.577a,13.37@13.38,,
Eumelus,Corinthius,,,Τιτανομαχία,βʹ,7,7.277d,7.5,,
Eumenes,Cardianus,,,"Ephemerides Alexandri",,10,10.434b,10.44,,
Eumolpus,,,,,,11,11.477a,11.53,,
Eumolpus,,,,,,11,11.483a,11.65,,
Eunicus,,comicus,,"Ἄντεια. Εὐνίκου ἢ Φιλυλλίου Ἄντεια",,13,13.567c,13.21,,
Eunicus,,comicus,,"Ἄντεια. Εὐνίκου ἢ Φιλυλλίου Ἄντεια",,13,13.586e,13.51,,
Eunicus,,comicus,,"Πόλεις. Φιλύλλιος ἢ Εὔνικος ἢ Ἀριστοφάνης ἐν Πόλεσι",,3,3.86e,3.32,,
Euphantus,,,,Ἱστορίαι,δʹ,6,6.251d,6.58@6.59,,
Euphorion,Chalcidensis,,,,,2,2.42f,2.17,,
Euphorion,Chalcidensis,,,,,6,6.263d,6.84,,
Euphorion,Chalcidensis,,,Ἀποδιδοῦσα,,11,11.503a,11.108@11.109,,
Euphorion,Chalcidensis,,,"Γέρανος. Εὐφορίων ἢ Ἀρχύτας ἐν Γεράνῳ",,3,3.82a,3.22,,
Euphorion,Chalcidensis,,,"περὶ Ἰσθμίων",,4,4.182e,4.80,,
Euphorion,Chalcidensis,,,"περὶ Ἰσθμίων",,4,4.183f,4.82,,
Euphorion,Chalcidensis,,,"περὶ Ἰσθμίων",,14,14.633f,14.34,,
Euphorion,Chalcidensis,,,"περὶ Ἰσθμίων",,14,14.635a,14.36,,
Euphorion,Chalcidensis,,,"περὶ Ἰσθμίων",,14,14.635f,14.37,,
Euphorion,Chalcidensis,,,"Ἰστορικά ὑπομνήματα",,4,4.154e,4.41,,
Euphorion,Chalcidensis,,,"Ἰστορικά ὑπομνήματα",,15,15.700d,15.60,,
Euphorion,Chalcidensis,,,"περὶ μελοποιιῶν",,4,4.184a,4.82@4.83,,
Euphorion,Chalcidensis,,,Χιλιάδες,,10,10.436f,10.48@10.49,,
Euphranor,,Pythagoricus,,"περὶ αὐλῶν",,4,4.182c,4.79@4.80,,
Euphranor,,Pythagoricus,,"περὶ αὐλῶν",,4,4.184e,4.84,,
Euphranor,,Pythagoricus,,"περὶ αὐλητῶν",,14,14.634d,14.35,,
Euphron,,comicus,,,,1,1.7d,1.13,,"range start"
Euphron,,comicus,,,,1,1.7e,1.13,,range
Euphron,,comicus,,,,1,1.7f,1.13@1.14,,"range end"
Euphron,,comicus,,Ἀδελφοί,,9,9.379c,9.23@9.24,,
Euphron,,comicus,,Αἰσχρά,,7,7.307e,7.79,,
Euphron,,comicus,,Θεωροί,,9,9.399b,9.59,,
Euphron,,comicus,,Μοῦσαι,,8,8.343b,8.29,,
Euphron,,comicus,,Παραδιδομένῃ,,3,3.100d,3.57,,
Euphron,,comicus,,Συνὲφηβοι,,9,9.377d,9.21,,
Euphronius,,,,Ὑπομνήματα,,11,11.495c,11.90@11.91,,
Eupolis,,comicus,,,,1,1.3a,1.4,,
Eupolis,,comicus,,,,1,1.17d,1.30,,
Eupolis,,comicus,,,,1,1.17e,1.30,,
Eupolis,,comicus,,,,2,2.53a,2.40,,
Eupolis,,comicus,,,,2,2.56a,2.45@2.46@2.47,,
Eupolis,,comicus,,,,2,2.56e,2.48,,
Eupolis,,comicus,,,,2,2.68a,2.77,,
Eupolis,,comicus,,,,14,14.623e,14.18,,
Eupolis,,comicus,,,,14,14.658d,14.76,,
Eupolis,,comicus,,,,15,15.667d,15.5,,
Eupolis,,comicus,,Αἶγες,,3,3.94f,3.47,,
Eupolis,,comicus,,Αἶγες,,3,3.106b,3.66@3.67,,
Eupolis,,comicus,,Αἶγες,,7,7.287d,7.28,,
Eupolis,,comicus,,Αἶγες,,7,7.301a,7.60,,
Eupolis,,comicus,,Αἶγες,,9,9.380e,9.25,,
Eupolis,,comicus,,Αἶγες,,10,10.426f,10.28,,
Eupolis,,comicus,,Ἀστράτευτοι,,9,9.397c,9.56,,
Eupolis,,comicus,,Ἀστράτευτοι,,9,9.397e,9.57,,
Eupolis,,comicus,,Αὐτόλυκος,,3,3.89f,3.38@3.39,,
Eupolis,,comicus,,Αὐτόλυκος,,5,5.216e,5.56,,
Eupolis,,comicus,,Αὐτόλυκος,,9,9.368d,9.5@9.6,,
Eupolis,,comicus,,Βάπται,,4,4.183f,4.82,,
Eupolis,,comicus,,Βάπται,,9,9.370b,9.9,,
Eupolis,,comicus,,Δῆμοι,,3,3.106b,3.66@3.67,,
Eupolis,,comicus,,Δῆμοι,,3,3.123a,3.95@3.96,,
Eupolis,,comicus,,Δῆμοι,,7,7.316c,7.100@7.101,,
Eupolis,,comicus,,Δῆμοι,,9,9.373e,9.15@9.16,,
Eupolis,,comicus,,Δῆμοι,,9,9.408c,9.75,,
Eupolis,,comicus,,Δῆμοι,,9,9.408d,9.75,,
Eupolis,,comicus,,Δῆμοι,,10,10.425a,10.24@10.25,,
Eupolis,,comicus,,Δῆμοι,,10,10.425b,10.25,,
Eupolis,,comicus,,Εἵλωτες,,4,4.138e,4.16,,
Eupolis,,comicus,,Kόλακες,,1,1.22f,1.41,,
Eupolis,,comicus,,Kόλακες,,3,3.100b,3.56@3.57,,
Eupolis,,comicus,,Kόλακες,,5,5.218b,5.59,,
Eupolis,,comicus,,Kόλακες,,6,6.236e,6.29@6.30,,
Eupolis,,comicus,,Kόλακες,,6,6.236f,6.30,,
Eupolis,,comicus,,Kόλακες,,7,7.286b,7.25@7.26,,
Eupolis,,comicus,,Kόλακες,,7,7.328e,7.137,,
Eupolis,,comicus,,Kόλακες,,9,9.400b,9.62,,
Eupolis,,comicus,,Kόλακες,,11,11.506f,11.115,,
Eupolis,,comicus,,Kόλακες,,12,12.535a,12.48,,
Eupolis,,comicus,,Kόλακες,,14,14.630a,14.27,,
Eupolis,,comicus,,Kόλακες,,14,14.646f,14.56,,
Eupolis,,comicus,,Μαρικοῖς,,15,15.690e,15.42,,
Eupolis,,comicus,,Μαρικοῖς,,15,15.691c,15.43@15.44,,
Eupolis,,comicus,,Πόλεις,,9,9.394e,9.51,,
Eupolis,,comicus,,Πόλεις,,10,10.425a,10.24@10.25,,
Eupolis,,comicus,,Πόλεις,,10,10.425b,10.25,,
Eupolis,,comicus,,Προσπάλτιοι,,7,7.326a,7.128@7.129,,
Eupolis,,comicus,,Ταξίαρχοι,,2,2.52d,2.39,,
Eupolis,,comicus,,Ταξίαρχοι,,4,4.170d,4.69@4.70,,
Eupolis,,comicus,,Φίλοι,,6,6.266f,6.91@6.92,,
Eupolis,,comicus,,"Xρυσοῦν γένος",,9,9.375a,9.17,,
Eupolis,,comicus,,"Xρυσοῦν γένος",,9,9.406c,9.71,,
Eupolis,,comicus,,"Xρυσοῦν γένος",,9,9.408e,9.75,,
Eupolis,,comicus,,"Xρυσοῦν γένος",,14,14.657a,14.74,,
Euripides,,,,,,2,2.36d,2.3@2.4,,
Euripides,,,,,,2,2.38f,2.7@2.8,,
Euripides,,,,,,2,2.66a,2.72,,
Euripides,,,,,,4,4.158e,4.48,,
Euripides,,,,,,6,6.247c,6.51,,
Euripides,,,,,,6,6.270c,6.99,,
Euripides,,,,,,8,8.362e,8.64,,
Euripides,,,,,,8,8.362f,8.64,,
Euripides,,,,,,10,10.421f,10.18,,
Euripides,,,,,,10,10.446a,10.65,,
Euripides,,,,,,10,10.446b,10.65,,
Euripides,,,,,,11,11.465b,11.13,,
Euripides,,,,,,13,13.561a,13.11,,
Euripides,,,,,,13,13.599f,13.72@13.73,,
Euripides,,,,,,13,13.608f,13.88@13.89,,
Euripides,,,,,,14,14.619b,14.10,,
Euripides,,,,,,15,15.665a,15.1,,
Euripides,,,,"Euripideus versus videtur esse",,14,14.616c,14.6,"Κακῶν κατάρχεις τήνδε μοῦσαν εἰσάγων",
Euripides,,,,(Αἴολος),,13,13.566b,13.20,,
Euripides,,,,(Αἴολος),,13,13.582d,13.45,,
Euripides,,,,(Ἀνδρομάχη),,1,1.4b,1.6,,
Euripides,,,,Ἀνδρομέδα,,11,11.476f,11.52@11.53,,
Euripides,,,,Ἀνδρομέδα,,12,12.537d,12.53,,
Euripides,,,,Ἀνδρομέδα,,13,13.561b,13.11,,
Euripides,,,,Ἀντιόπη,,10,10.421f,10.18,,
Euripides,,,,Ἀντιόπη,,15,15.677b,15.19@15.20,,
Euripides,,,,Ἀρχέλαος,,0,,,,"II cap. 87 T. I p. 130. edit. no"
Euripides,,,,Αὔγη,,13,13.600d,13.74,,
Euripides,,,,"Αὐτόλυκος πρῶτος",,10,10.413c,10.4@10.5,,"range start"
Euripides,,,,"Αὐτόλυκος πρῶτος",,10,10.413d,10.5,,range
Euripides,,,,"Αὐτόλυκος πρῶτος",,10,10.413e,10.5,,range
Euripides,,,,"Αὐτόλυκος πρῶτος",,10,10.413f,10.5@10.6,,"range end"
Euripides,,,,Βάκχαι,,2,2.40b,2.11,,
Euripides,,,,Βάκχαι,,5,5.186d,5.2@5.3,,
Euripides,,,,Βάκχαι,,8,8.344a,8.31@8.32,,
Euripides,,,,Βάκχαι,,12,12.544e,12.63,,
Euripides,,,,(Βελλεροφόντης),,4,4.159b,4.49,,
Euripides,,,,(Βελλεροφόντης),,4,4.159c,4.49,,
Euripides,,,,(Δανάη),,2,2.40d,2.11@2.12,,
Euripides,,,,"Δεσμῶτις Μελανίππη",,12,12.523e,12.25@12.26,,
Euripides,,,,"Δεσμῶτις Μελανίππη",,14,14.613d,14.2,,
Euripides,,,,Εὐρυσθεύς,,11,11.498d,11.99,,
Euripides,,,,Ἡρακλῆς,,9,9.409a,9.76,,
Euripides,,,,Θησεύς,,10,10.454b,10.80,,
Euripides,,,,Θησεύς,,10,10.454c,10.80,,
Euripides,,,,Ἱκέτιδες,,4,4.158f,4.48,,
Euripides,,,,Ἱκέτιδες,,6,6.250e,6.57,,
Euripides,,,,Ἱκέτιδες,,6,6.250f,6.57,,
Euripides,,,,Ἱππόλυτος,,13,13.600b,13.73@13.74,,
Euripides,,,,Ἱππόλυτος,,13,13.600c,13.74,,
Euripides,,,,Ἱππόλυτος,,3,3.122b,3.94,,
Euripides,,,,Ἱππόλυτος,,12,12.530d,12.40,,
Euripides,,,,"(Ἰφιγένεια ἐν Αὐλίδι)",,13,13.569a,13.24,,
Euripides,,,,Κρῆσσαι,,3,3.97a,3.51,,
Euripides,,,,Κρῆσσαι,,11,11.504b,11.111,,
Euripides,,,,Κρῆσσαι,,14,14.640b,14.46,,
Euripides,,,,Κύκλωψ,,1,1.23e,1.42@1.43,,
Euripides,,,,Κύκλωψ,,14,14.650a,14.62,,
Euripides,,,,Κύκλωψ,,14,14.658c,14.76,,
Euripides,,,,Μελανίππη,,0,,,,"vide Δεσμώτις"
Euripides,,,,Μήδεια,,7,7.276a,7.1@7.2,,
Euripides,,,,Μήδεια,,10,10.453e,10.79,,
Euripides,,,,Μήδεια,,4,4.156f,4.45,,
Euripides,,,,(Οἰδίπους),,15,15.701b,15.60@15.62,,
Euripides,,,,Οἰνεύς,,15,15.666c,15.2@15.3,,
Euripides,,,,Πειρίθους,,11,11.496b,11.93,,
Euripides,,,,Πλεισθένης,,15,15.668b,15.6,,
Euripides,,,,Σθενέβοια,,10,10.421f,10.18,,
Euripides,,,,Σθενέβοια,,10,10.427e,10.30@10.31,,
Euripides,,,,Σκίρων,,3,3.76c,3.9@3.10,,
Euripides,,,,Σκίρων,,9,9.368d,9.5@9.6,,
Euripides,,,,(Τήλεφος),,5,5.186e,5.3,,
Euripides,,,,(Τρωάδες),,1,1.4a,1.5@1.6,,
Euripides,,,,(Τρωάδες),,2,2.66a,2.72,,
Euripides,,,,(Τρωάδες),,2,2.66b,2.72,,
Euripides,,,,(Τρωάδες),,11,11.474e,11.48@11.49,,
Euripides,,,,Φαέθων,,11,11.503d,11.109@11.110,,
Euripides,,,,(Φοίνισσαι),,1,1.4b,1.6,,
Euripides,,,,(Φοίνισσαι),,4,4.160b,4.50@4.51,Strattis,
Euripides,,,,Φρίξος,,6,6.264c,6.85@6.86,,
Euripides,,,"Euripides et Sophocles in tragicis argumentis excellunt",,,14,14.652d,14.67,,
Euripides,,,,"carmen epinicium Euripidis in Alcibiadem curru victorem Olympiae",,1,1.3e,1.5,,
Euripides,,,,"epigramma in matrem quandam cum liberis ex fungorum esu mortuam",,2,2.61a,2.57,,
Euripides,,,,"epigramma in matrem quandam cum liberis ex fungorum esu mortuam",,2,2.61b,2.57,,
