Name,Ethnicon,Characterization,Note,Work,Sub_Work,Book,Casaubon_Reference,Kaibel_Reference,Note_Reference,Is_Range
Acesias,,,,Ὀψαρτυτικά,,12,12.516c,12.11@12.12,,
Acestius,,,,Ὀψαρτυτικά,,12,12.516c,12.11@12.12,,
Achaeus,Eretriensis,,,,,1,1.30f,1.56,,
Achaeus,Eretriensis,,,,,2,2.63b,2.63,,
Achaeus,Eretriensis,,,,,6,6.270e,6.99@6.100,,
Achaeus,Eretriensis,,,,,10,10.414e,10.7,,
Achaeus,Eretriensis,,,,,11,11.480f,11.61,,
Achaeus,Eretriensis,"ὁ τραγικός",,,,11,11.466e,11.30,,
Achaeus,Eretriensis,,,Ἆθλοι,,10,10.417f,10.11,,
Achaeus,Eretriensis,,,Ἆθλοι,,15,15.689b,15.38@15.39,,
Achaeus,Eretriensis,,,"Αἴθων σατυρικός",,6,6.270c,6.99,,
Achaeus,Eretriensis,,,"Αἴθων σατυρικός",,9,9.368a,9.5,,
Achaeus,Eretriensis,,,"Αἴθων σατυρικός",,9,9.376a,9.18,,
Achaeus,Eretriensis,,,"Αἴθων σατυρικός",,10,10.427c,10.29@10.30,,
Achaeus,Eretriensis,,,"Αἴθων σατυρικός",,15,15.690b,15.41,,
Achaeus,Eretriensis,,,"Ἀλκμαίων ὁ σατυρικός",,4,4.173d,4.74,,
Achaeus,Eretriensis,,,"Ἀλκμαίων ὁ σατυρικός",,4,4.173e,4.74,,
Achaeus,Eretriensis,,,"Ἀλκμαίων ὁ σατυρικός",,11,11.480f,11.61,,
Achaeus,Eretriensis,,,"Ἥφαιστος σατυρικός",,14,14.637c,14.41,,
Achaeus,Eretriensis,,,"Ἰρις σατυρική",,10,10.451c,10.74,,
Achaeus,Eretriensis,,,Κύκνος,,6,6.270e,6.99@6.100,,
Achaeus,Eretriensis,,,Λίνος,,15,15.668a,15.6,,
Achaeus,Eretriensis,,,Μοῖραι,,7,7.277b,7.5,,
Achaeus,Eretriensis,,,Ὀμφάλη,,6,6.267d,6.93,,
Achaeus,Eretriensis,,,Ὀμφάλη,,11,11.466e,11.30,,"range start"
Achaeus,Eretriensis,,,Ὀμφάλη,,11,11.466f,11.30,,"range end"
Achaeus,Eretriensis,,,Ὀμφάλη,,11,11.498d,11.99,,
Adaeus,Mytilenaeus,,,,,13,13.606a,13.84,,
Adaeus,Mytilenaeus,,,"περὶ διαθέσεως",,11,11.471f,11.42@11.43,,
Adaeus,Mytilenaeus,,,"περὶ ἀγαλματοποιῶν",,13,13.606a,13.84,,
Adrantus,,,,"περὶ τῶν παρὰ Θεοφράστῳ ἐν τοῖς περὶ ἠθῶν καθ’ ἱστορίαν καὶ λέξιν ζητουμένων",,15,15.673e,15.15,,
Adrantus,,,,"περὶ τῶν ἐν τοῖς Ἠθικοῖς Νικομαχείοις Ἀριστοτέλους",,15,15.673e,15.15,,"range start"
Adrantus,,,,"περὶ τῶν ἐν τοῖς Ἠθικοῖς Νικομαχείοις Ἀριστοτέλους",,15,15.673f,15.15,,"range end"
Aegimius,,,,"Πλακουντοποιικὰ συγγράμματα",,14,14.644e,14.52,,
"Aelius Asclepiades",,,,Στέφανοι,,15,15.676f,15.19,679b,
Aeschines,,orator,"ὁ Κοθωκίδης ῥήτωρ",,,6,6.223d,6.2@6.3,,
Aeschines,,orator,,"κατὰ Τιμάρχου λόγος",,8,8.339b,8.21@8.22,,
Aeschines,,orator,,"κατὰ Τιμάρχου λόγος",,13,13.572c,13.30,,
Aeschines,,Socraticus,,"eius dialogi",,13,13.611d,13.93,,
Aeschines,,Socraticus,,Ἀλκιβιάδης,,14,14.656f,14.74,,
Aeschines,,Socraticus,,Ἀξίοχος,,5,5.220c,5.62@5.63,,
Aeschines,,Socraticus,,Ἀσπασία,,5,5.220b,5.62,,
Aeschines,,Socraticus,,Καλλίας,,5,5.220b,5.62,,
Aeschines,,Socraticus,,Τηλαύγης,,5,5.220a,5.61@5.62,,
Aeschrio,Samius,,,Ἴαμβοι,,7,7.296c,7.47,,
Aeschrio,Samius,,,Ἴαμβοι,,8,8.335c,8.13,,
Aeschylides,,,,Γεωργικά,,14,14.650d,14.63,,
Aeschylus,Alexandrinus,,,Ἀμφιτρύων,,13,13.599e,13.72,,
Aeschylus,Alexandrinus,,,"Μεσσηνιακὰ ἔπη",,13,13.599e,13.72,,
Aeschylus,Atheniensis,tragicus,,,,1,1.11d,1.19,,
Aeschylus,Atheniensis,tragicus,,,,1,1.17c,1.29@1.30,,
Aeschylus,Atheniensis,tragicus,,,,1,1.21f,1.39,,
Aeschylus,Atheniensis,tragicus,,,,2,2.37f,2.6,,
Aeschylus,Atheniensis,tragicus,,,,2,2.67f,2.76@2.77,"II c. 87 p. 130 ed. nostrae",
Aeschylus,Atheniensis,tragicus,,,,8,8.362f,8.64,,
Aeschylus,Atheniensis,tragicus,,,,9,9.375d,9.17,,
Aeschylus,Atheniensis,tragicus,,,,9,9.375e,9.17,,
Aeschylus,Atheniensis,tragicus,,,,11,11.782e,11.22,,
Aeschylus,Atheniensis,tragicus,,,,11,11.491a,11.80,,
Aeschylus,Atheniensis,tragicus,,,,12,12.528c,12.36@12.37,,
Aeschylus,Atheniensis,tragicus,,,,13,13.573b,13.31@13.32,,
Aeschylus,Atheniensis,tragicus,,,,13,13.601b,13.75@13.76,,
Aeschylus,Atheniensis,,,Ἀγαμέμνων,,15,15.700e,15.60,,
Aeschylus,Atheniensis,,,Ἀθάμας,,7,7.316b,7.100,,
Aeschylus,Atheniensis,,,Ἀμυμώνη,,15,15.690c,15.41,,
Aeschylus,Atheniensis,,,"Γλαῦκος πόντιος",,3,3.87a,3.33,,
Aeschylus,Atheniensis,,,Δαναΐδες,,13,13.600a,13.73,,
Aeschylus,Atheniensis,,,"Ἑπτὰ ἐπὶ Θήβαις",,1,1.22a,1.39,"ubi Θήβας",
Aeschylus,Atheniensis,,,"Ἑπτὰ ἐπὶ Θήβαις",,7,7.294a,7.42,,
Aeschylus,Atheniensis,,,"Ἑπτὰ ἐπὶ Θήβαις",,7,7.295e,7.46,,
Aeschylus,Atheniensis,,,Ἠδωνοί,,11,11.479b,11.57,,
Aeschylus,Atheniensis,,,Ἡλιάδες,,10,10.424d,10.23@10.24,,
Aeschylus,Atheniensis,,,Ἡλιάδες,,11,11.469f,11.38@11.39,,
Aeschylus,Atheniensis,,,Θεωροί,,14,14.629f,14.27,,
Aeschylus,Atheniensis,,,Ἰξίων,,4,4.177a,4.79,,
Aeschylus,Atheniensis,,,Ἰξίων,,4,4.182c,4.79@4.80,,
Aeschylus,Atheniensis,,,Κάβειροι,,9,9.373d,9.15,,
Aeschylus,Atheniensis,,,Κάβειροι,,10,10.428f,10.33,,
Aeschylus,Atheniensis,,,Κρῆσσαι,,2,2.51c,2.36,,
Aeschylus,Atheniensis,,,Λυκοῦργος,,10,10.447c,10.67,,
Aeschylus,Atheniensis,,,Μυρμιδόνες,,13,13.602e,13.79,,
Aeschylus,Atheniensis,,,Νεανίσκοι,,11,11.503c,11.109,,
Aeschylus,Atheniensis,,,Νεανίσκοι,,11,11.503d,11.109@11.110,,
Aeschylus,Atheniensis,,,Ὀστολόγοι,,15,15.667c,15.5,,
Aeschylus,Atheniensis,,,Περραιβίδες,,11,11.476c,11.51,,
Aeschylus,Atheniensis,,,Περραιβίδες,,11,11.499a,11.99,,
Aeschylus,Atheniensis,,,Πέρσαι,,3,3.86b,3.31@3.32,,
Aeschylus,Atheniensis,,,"Προμηθεὺς δεσμώτης",,4,4.165c,4.59,,
Aeschylus,Atheniensis,,,"Προμηθεὺς δεσμώτης",,8,8.347c,8.38,,
Aeschylus,Atheniensis,,,"Προμηθεὺς λυόμενος",,15,15.674d,15.16,,
Aeschylus,Atheniensis,,,"Πρωτεὺς τραγικός",,9,9.394a,9.50,,
Aeschylus,Atheniensis,,,Σφίγξ,,15,15.674d,15.16,,
Aeschylus,Atheniensis,,,Φιλοκτήτης,,9,9.394a,9.50,,
Aeschylus,Atheniensis,,,Φινεύς,,10,10.421f,10.18,,
Aeschylus,Atheniensis,,,Φορκίδες,,9,9.402b,9.65,,
Aeschylus,Atheniensis,,,Φρύγες,,1,1.21f,1.39,,
Aeschylus,Atheniensis,,,Φρύγες,,2,2.51c,2.36,,
Aeschylus,Atheniensis,,,"epigramma quod sepulcro suo inscriptum voluit Aeschylus",,14,14.627c,14.23,,
Aeschylus,Atheniensis,,,"epigramma quod sepulcro suo inscriptum voluit Aeschylus",,14,14.627d,14.23@14.24,,
Aeschylus,Atheniensis,,"Aeschylus tragoedias suas perhibetur ebrius conscribere solitus",,,1,1.22a,1.39,,
Aeschylus,Atheniensis,,"Aeschylus tragoedias suas perhibetur ebrius conscribere solitus",,,10,10.428f,10.33,,
Aeschylus,Atheniensis,,"tragoedias suas aiebat esse reliquias magnarum Homeri coenarum",,,8,8.347e,8.39,,
Aeschylus,Atheniensis,,"victus aliquando dixit posteritati se tragoedias suas consecrare ibid. multis usus est vocabulis Italicis, utpote in Sicilia aliquamdiu versatus",,,9,9.402c,9.65@9.66,,
Aethlius,Samius,,,"Σαμίων ὼροι",,14,14.650d,14.63,,
Aethlius,Samius,,,"Σαμίων ὼροι",,14,14.653f,14.68,,
Agallis,Corcyraea,grammatica,,,,1,1.14d,1.24@1.25,,
Agatharchides,Cnidius,,,Ἀσιατικά,"ἐν ὀγδόῃ Ἀσιατικῶν",4,4.155c,4.42,,
Agatharchides,Cnidius,,,Ἀσιατικά,"ἐν τῷ δεκάτῳ περὶ Ἀσίας",12,12.539b,12.55,,
Agatharchides,Cnidius,,,Εὐρωπιακά,ςʹ,7,7.297a,7.48,,
Agatharchides,Cnidius,,,Εὐρωπιακά,ιςʹ,12,12.550b,12.73@12.74,,
Agatharchides,Cnidius,,,Εὐρωπιακά,κβʹ,6,6.246e,6.49,,
Agatharchides,Cnidius,,,Εὐρωπιακά,κζʹ,12,12.550c,12.74,,
Agatharchides,Cnidius,,,Εὐρωπιακά,κηʹ,4,4.168e,4.66@4.67,,
Agatharchides,Cnidius,,,Εὐρωπιακά,λαʹ,12,12.528a,12.35@12.36,,
Agatharchides,Cnidius,,,Εὐρωπιακά,λδʹ,9,9.387c,9.37@9.38,,
Agatharchides,Cnidius,,,Εὐρωπιακά,λεʹ,12,12.527f,12.35,,
Agatharchides,Cnidius,,,Εὐρωπιακά,ληʹ,6,6.272c,6.103,,
Agatharchides,Cnidius,,,Ἱστορίαι,ιβʹ,12,12.527b,12.33,,
Agatharchides,Cnidius,,,Ἱστορίαι,ληʹ,6,6.251f,6.59,,
Agathocles,Atracius,,,Ἁλιευτικά,,1,1.13c,1.22,,
Agathocles,Babylonius,,,,,1,1.30a,1.54,,
Agathocles,Babylonius,,,,,9,9.375f,9.17@9.18,,
Agathocles,Cyzicenus,,,,,14,14.649f,14.62,,
Agathocles,,,,"περὶ Κυζίκου",αʹ,9,9.375f,9.17@9.18,,
Agathocles,,,,"περὶ Κυζίκου",γʹ,12,12.515a,12.9@12.10,,
Agathocles,,,,"περὶ Κυζίκου",γʹ,14,14.649f,14.62,"ubi Ἀγαθοκλῆς ὁ Κυζικηνὸς ἐν τρίτη τῶν περὶ τῆς πατρίδος",
Agathon,,tragicus,,,,5,5.185a,5.1,,
Agathon,,tragicus,,,,5,5.185b,5.1,,
Agathon,,tragicus,,,,5,5.211e,5.47@5.48,,
Agathon,,tragicus,,,,10,10.445c,10.64,,
Agathon,,tragicus,,,,13,13.584a,13.46,,
Agathon,,tragicus,,"eius isocola et antitheta",,5,5.187b,5.3@5.12,,
Agathon,,tragicus,,Θυέστης,,12,12.528d,12.37,,
Agathon,,tragicus,,Τήλεφος,,10,10.454d,10.80,,
"Agelochus (nunc Amphilochus)",,,,,,2,2.54d,2.43,,
Agias,,"ὁ μουσικός",,,,14,14.626f,14.22@14.23,,
Agias,,,,Ἀργολικά,,3,3.86f,3.32@3.33,,
Agis,,,,Ὀψαρτυτικά,,12,12.516c,12.11@12.12,,
Aglaosthenes,,,,,,3,3.78c,3.14,,
Agnon,,Academicus,,,,13,13.602e,13.79,,
Alcaeus,"ὁ Μυτιληναῖος",ποιητής,,,,1,1.22e,1.41,,
Alcaeus,,"ὁ μελοποιός",,,,7,7.311a,7.86,,
Alcaeus,,,"ebrius sua carmina componere consueverat",,,10,10.429a,10.33,,
Alcaeus,,,"quolibet tempore et quavis occasione bibendum praecipit",,,10,10.430a,10.35,,"range start"
Alcaeus,,,"quolibet tempore et quavis occasione bibendum praecipit",,,10,10.430b,10.35,,range
Alcaeus,,,"quolibet tempore et quavis occasione bibendum praecipit",,,10,10.430c,10.35,,range
Alcaeus,,,"quolibet tempore et quavis occasione bibendum praecipit",,,10,10.430d,10.35@10.36,,"range end"
Alcaeus,,,"quolibet tempore et quavis occasione bibendum praecipit",,,11,11.481a,11.61@11.62,,
Alcaeus,,,,"eius aliquod carmen Οἶνος, ὠ φίλε παῖ, καὶ ἀλήθεια",,2,2.37e,2.5@2.6,,
Alcaeus,,,"in scoliorum genere excelluit",,,15,15.694a,15.49,,
Alcaeus,,,"gloriatur armorum apparatu",,,14,14.627a,14.23,,
Alcaeus,,,"gloriatur armorum apparatu",,,14,14.627b,14.23,,
Alcaeus,,,"Sapphonem deperiisse, et carminum suorum venustate ussisse Anacreontem ait Hermesianax",,,13,13.598b,13.71,,
Alcaeus,,,"Sapphonem deperiisse, et carminum suorum venustate ussisse Anacreontem ait Hermesianax",,,13,13.598c,13.71,,
Alcaeus,,,citatur,,,2,2.38e,2.7,,
Alcaeus,,,citatur,,,3,3.86f,3.32@3.33,,
Alcaeus,,,citatur,,,7,7.316c,7.100@7.101,,
Alcaeus,,,citatur,,,10,10.425c,10.25,,
Alcaeus,,,citatur,,,11,11.460d,11.2@11.3,,
Alcaeus,,,citatur,,,11,11.478b,11.55@11.56,,
Alcaeus,,,citatur,,,15,15.674c,15.16,,
Alcaeus,,,citatur,,,15,15.674d,15.16,,
Alcaeus,,,citatur,,,15,15.678d,15.22,,
Alcaeus,,,citatur,,,15,15.687d,15.35@15.36,,
Alcaeus,,,,,"ἐν τῷ δεκάτῳ",11,11.481a,11.61@11.62,,
Alcaeus,,,"περὶ Ἀλκαίου scripsit Dicaearchus Messenius, de quo infra. περὶ τῆς παρ’ Ἀλκαίῳ λεπάδος Callias Mytilenaeus",,,3,3.85e,3.30@3.31,,
Alcaeus,,,"περὶ Ἀλκαίου scripsit Dicaearchus Messenius, de quo infra. περὶ τῆς παρ’ Ἀλκαίῳ λεπάδος Callias Mytilenaeus",,,3,3.85f,3.31,,
Alcaeus,,comicus,,"Ἀδελφαὶ μοιχευόμεναι",,7,7.316b,7.100,,
Alcaeus,,comicus,,Γανυμήδης,,3,3.110a,3.74,,
Alcaeus,,comicus,,Γανυμήδης,,10,10.445e,10.64,,
Alcaeus,,comicus,,"Ἱερὸς γάμος",,9,9.408e,9.75,,
Alcaeus,,comicus,,"Ἱερὸς γάμος",,10,10.424d,10.23@10.24,,
Alcaeus,,comicus,,Καλλιστώ,,9,9.399f,9.61,,
Alcaeus,,comicus,,Παλαίστρα,,3,3.107f,3.70,,
Alcaeus,,comicus,,Παλαίστρα,,9,9.370f,9.10@9.11,,
Alcaeus,,comicus,,Παλαίστρα,,9,9.390c,9.43,,
Alcaeus,,comicus,,"ἐν Παλαίστραις",,15,15.691b,15.42@15.43,,
Alcetas,,,,"ἐν δευτέρῳ περὶ τῶν ἐν Δελφοῖς ἀναθημάτων",,13,13.591c,13.59@13.60,,
Alcidamas,Elaeensis,"Gorgiae discipulus",,"Ἐγκώμιον Ναΐδος τῆς ἑταίρας",,13,13.592c,13.62,,
Alcimus,Siculus,,,,,12,12.518b,12.14,,
Alcimus,Siculus,,,"ἐν τῇ ἐπιγραφομένῃ τῶν βίβλων Ἰταλικῇ",,10,10.441a,10.56,,
Alcimus,Siculus,,,Σικελικά,,7,7.322a,7.118,,
Alciphron,Maeandrius,,,,,1,1.31d,1.57,,
Alcman,,,,,,4,4.140c,4.17,,
Alcman,,,"eius cantica in festorum solennitate publice canebant Lacedaemonii",,,15,15.678c,15.22,,
Alcman,,,"primus perhibetnr fuisse τῶν ἐρωτικῶν μελῶν ἡγεμών",,,13,13.600f,13.75,"cf. 601a",
Alcman,,,citatur,,,1,1.31c,1.56@1.57,,
Alcman,,,citatur,,,2,2.39a,2.8,,
Alcman,,,citatur,,,3,3.81d,3.20@3.21,,
Alcman,,,citatur,,,3,3.81f,3.21@3.22,,
Alcman,,,citatur,,,3,3.114f,3.82,,
Alcman,,,citatur,,,4,4.140c,4.17,,
Alcman,,,citatur,,,9,9.373e,9.15@9.16,,
Alcman,,,citatur,,,9,9.374d,9.16@9.17,,
Alcman,,,citatur,,,9,9.389f,9.42@9.43,,
Alcman,,,citatur,,,11,11.498f,11.99,,
Alcman,,,citatur,,,11,11.499a,11.99,,
Alcman,,,citatur,,,13,13.600f,13.75,,
Alcman,,,citatur,,,14,14.624b,14.18,,
Alcman,,,citatur,,,14,14.636f,14.40,,
Alcman,,,citatur,,,14,14.646a,14.54,,
Alcman,,,citatur,,,14,14.648b,14.57@14.58,,
Alcman,,,citatur,,,15,15.680f,15.27,,
Alcman,,,citatur,,,15,15.681a,15.27,,
Alcman,,,,,"ἐν τῷ τρίτῳ",10,10.416c,10.9@10.10,,
Alcman,,,,,"ἐν τῷ πέμπτῳ",3,3.110f,3.75,,
Alcman,,,,,"ἐν τῷ πέμπτῳ",3,3.111a,3.75,,
Alcman,,,,,"ἐν τῷ πέμπτῳ",10,10.416d,10.10,,
Alcman,,,"περὶ Ἀλκμᾶνος scripsit Sosibius",,,0,,,,
Alexamenus,Teius,,"ante Platonem mimica poesi usus dialogos conscripsit",,,11,11.505b,11.112,,
Alexamenus,Teius,,"ante Platonem mimica poesi usus dialogos conscripsit",,,11,11.505c,11.112,,
Alexander,Aetolus,,"τραγῳδιοδιδάσκαλος vocatur a Polemone periegeta",,,15,15.699b,15.56,,
Alexander,Aetolus,,citatur,,,10,10.412f,10.4,,
Alexander,Aetolus,,,Ἁλιεύς,,7,7.296c,7.47,,
Alexander,Aetolus,,,Ἐλεγεῖον,,15,15.699b,15.56,,
Alexander,Aetolus,,,"Ἰωνικὰ ποιήματα",,14,14.620e,14.13,,
Alexander,Aetolus,,,Κρίκα,,7,7.283a,7.18,,
Alexander,Aetolus,,,Πότος,,4,4.171e,4.71,,
Alexander,Aetolus,,,Τιγόνιον,,11,11.496e,11.94@11.95@11.96,,
Alexander,,magnus,,Ἀγήν,,2,2.50f,2.35,,
Alexander,,magnus,,Ἀγήν,,13,13.586d,13.50,,
Alexander,,magnus,,Ἀγήν,,13,13.595e,13.68,,
Alexander,,magnus,,"Ἐπιστολαί	",,1,1.22d,1.40@1.41,,
Alexander,,magnus,,"Ἐπιστολαί	",,2,2.42f,2.17,,
Alexander,,magnus,,"Ἐπιστολαί	",,11,11.784a,11.26@11.27,,
Alexander,Myndius,,,,,2,2.65a,2.68,,
Alexander,Myndius,,,"Κτηνῶν ἱστορία",βʹ,5,5.221b,5.64,,
Alexander,Myndius,,,"ἐν δευτέρῳ περὶ ζῴων",,9,9.392c,9.47,,
Alexander,Myndius,,,"περὶ τῆς τῶν πτηνῶν ἱστορίας",βʹ,9,9.388d,9.40,,
Alexander,Myndius,,,"ἐν δευτέρῳ περὶ πτηνῶν ζῴων",,9,9.398c,9.58,,
Alexander,Myndius,,,"inde ducta videntur testimonia de attagene",,9,9.387f,9.38@9.39,,
Alexander,Myndius,,,"de oto",,9,9.390e,9.44,,
Alexander,Myndius,,,"de oto",,9,9.390f,9.44,,
Alexander,Myndius,,,"de scope",,9,9.391b,9.45,,
Alexander,Myndius,,,"de cygnis",,9,9.393d,9.49,,
Alexander,Myndius,,,"de columbis",,9,9.394d,9.50@9.51,,
Alexander,Myndius,,,"de columbis",,9,9.394e,9.51,,
Αλέξου,,,,"Ἰωνικὰ ποιήματα",,14,14.620e,14.13,,
Alexinus,,dialecticus,,"Παιὰν εἰς Κρατερὸν τὸν Μακεδόνα",,15,15.696e,15.52,,
Alexinus,,dialecticus,,"περὶ αὐταρκείας",,10,10.418e,10.12@10.13,"ubi vulgo Ἄλεξις",
Alexis,,comicus,,,,1,1.18c,1.32,,
Alexis,,comicus,,,,1,1.21b,1.38,,
Alexis,,comicus,,,,1,1.21c,1.38,,
Alexis,,comicus,,,,1,1.23c,1.42,,
Alexis,,comicus,,,,1,1.23e,1.42@1.43,,
Alexis,,comicus,,,,1,1.28e,1.51,,
Alexis,,comicus,,,,1,1.30f,1.56,,
Alexis,,comicus,,,,2,2.36d,2.3@2.4,,
Alexis,,comicus,,,,2,2.36e,2.4,,
Alexis,,comicus,,,,2,2.36f,2.4,,
Alexis,,comicus,,,,2,2.39b,2.8@2.9,,
Alexis,,comicus,,,,2,2.39c,2.9,,
Alexis,,comicus,,,,2,2.40c,2.11,,
Alexis,,comicus,,,,2,2.40e,2.12,,
Alexis,,comicus,,,,2,2.40f,2.12@2.13,,
Alexis,,comicus,,,,2,2.47d,2.28,,
Alexis,,comicus,,,,2,2.49e,2.33,,
Alexis,,comicus,,,,2,2.54f,2.44,,
Alexis,,comicus,,,,2,2.57e,2.50,,
Alexis,,comicus,,,,2,2.60a,2.55,coll.,
Alexis,,comicus,,,,2,2.63e,2.64,,
Alexis,,comicus,,,,2,2.66f,2.73@2.74,,
Alexis,,comicus,,,,2,2.67e,2.76,,
Alexis,,comicus,,,,11,11.784d,11.29@11.30,,
Alexis,,comicus,,,,11,11.502b,11.105@11.106@11.107,,
Alexis,,comicus,,,,13,13.565b,13.18,,
Alexis,,comicus,,,,15,15.700e,15.60,,
Alexis,,comicus,,"Ἀγωνὶς ἢ Ἱππίσκος",,8,8.339c,8.22,,
Alexis,,comicus,,"Ἀγωνὶς ἢ Ἱππίσκος",,15,15.678e,15.23,,
Alexis,,comicus,,Ἀδελφοί,,6,6.223e,6.3,,
Alexis,,comicus,,Αἴσωπος,,10,10.431d,10.38,,
Alexis,,comicus,,Ἀλείπτρια,,3,3.123b,3.96,,
Alexis,,comicus,,Ἄντεια,,3,3.127b,3.101,,
Alexis,,comicus,,Ἄντεια,,3,3.127c,3.101,,
Alexis,,comicus,,Ἀπεγλαυκωμένος,,3,3.117c,3.85@3.86,,
Alexis,,comicus,,Ἀπεγλαυκωμένος,,3,3.117e,3.86,,
Alexis,,comicus,,Ἀπεγλαυκωμένος,,6,6.224f,6.5,,
Alexis,,comicus,,Ἀπεγλαυκωμένος,,7,7.301a,7.60,,
Alexis,,comicus,,Ἀποκοπτόμενος,,13,13.562d,13.13,,
Alexis,,comicus,,Ἀποκοπτομένη,,10,10.431c,10.37@10.38,,
Alexis,,comicus,,Ἀρχίλοχος,,14,14.644b,14.51,,
Alexis,,comicus,,Ἀσκληπιοκλείδης,,4,4.169d,4.68,,
Alexis,,comicus,,Ἀσωτοδιδάσκαλος,,8,8.336d,8.14@8.15,,
Alexis,,comicus,,Ἀτθίς,,9,9.386c,9.35@9.36,,
Alexis,,comicus,,"Βρευτία (?)",,14,14.650c,14.63,,
Alexis,,comicus,,Γαλάτεια,,7,7.314d,7.95,,
Alexis,,comicus,,Γαλάτεια,,12,12.544e,12.63,,
Alexis,,comicus,,Γαλάτεια,,12,12.544f,12.63,,
Alexis,,comicus,,Γραφή,,13,13.605f,13.84,,
Alexis,,comicus,,Γυναικοκρατία,,3,3.125b,3.99,,
Alexis,,comicus,,Γυναικοκρατία,,8,8.336c,8.14,,
Alexis,,comicus,,Δακτύλιος,,10,10.443e,10.61,,
Alexis,,comicus,,Δημήτριος,,3,3.108a,3.70@3.71,,
Alexis,,comicus,,Δημήτριος,,7,7.314d,7.95,,
Alexis,,comicus,,Δημήτριος,,8,8.338d,8.20@8.21,,
Alexis,,comicus,,"Δημήτριος ἢ Φιλέταιρος",,6,6.241b,6.39,,
Alexis,,comicus,,"Δημήτριος ἢ Φιλέταιρος",,14,14.663c,14.83,,
Alexis,,comicus,,Δίδυμοι,,10,10.446f,10.66,,
Alexis,,comicus,,Δίδυμοι,,15,15.686a,15.33,,
Alexis,,comicus,,"Δὶς πενθῶν",,10,10.441d,10.57,"ubi Reines ἐν Διὶ πενθοῦντι",
Alexis,,comicus,,"Δορκὶς Ποππύζουσα",,3,3.104d,3.64,"conf. Ῥόδιος",
Alexis,,comicus,,"Δορκὶς Ποππύζουσα",,10,10.431a,10.37,"conf. Ῥόδιος",
Alexis,,comicus,,Δραπέται,,0,,,,"vide Λευκαδία"
Alexis,,comicus,,Δρωπίδης,,3,3.125f,3.99@3.100,,
Alexis,,comicus,,Δρωπίδης,,4,4.171b,4.70@4.71,,
Alexis,,comicus,,Δρωπίδης,,11,11.496a,11.92@11.93,,
Alexis,,comicus,,Εἰσοικιζόμενος,,11,11.502d,11.108,,
Alexis,,comicus,,Εἰσοικιζόμενος,,14,14.613c,14.1@14.2,,
Alexis,,comicus,,Εἰσοικιζόμενος,,15,15.685f,15.33,,
Alexis,,comicus,,Εἰσοικιζόμενος,,15,15.691e,15.44,,
Alexis,,comicus,,Ἐκπωματοποιός,,15,15.691d,15.44,,
Alexis,,comicus,,Ἑλένη,,13,13.563d,13.14@13.15,"conf. Τυνδάρεως",
Alexis,,comicus,,Ἑλληνίς,,6,6.226f,6.10,,
Alexis,,comicus,,Ἐπίδαυρος,,3,3.119f,3.89@3.90,,
Alexis,,comicus,,Ἐπίκληρος,,6,6.227b,6.10@6.11,,
Alexis,,comicus,,Ἐπίκληρος,,6,6.227d,6.11@6.12,,
Alexis,,comicus,,Ἐπίτροπος,,10,10.443f,10.61,,
Alexis,,comicus,,"Ἑπτὰ ἐπὶ Θήβαις",,7,7.294a,7.42,,
Alexis,,comicus,,Ἐρετρικός,,7,7.326d,7.130,,
Alexis,,comicus,,Έριθοι,,11,11.483e,11.66,"conf. Παννυχίς",
Alexis,,comicus,,"Ζεὺς πενθῶν",,0,,,,"vide Δὶς πενθῶν"
Alexis,,comicus,,"Ἡ εἰς τὸ φρέαρ",,3,3.109b,3.73@3.74,,
Alexis,,comicus,,"Ἡ εἰς τὸ φρέαρ",,8,8.340c,8.24,,
Alexis,,comicus,,"Ἡ εἰς τὸ φρέαρ",,8,8.364f,8.68,,
Alexis,,comicus,,Ἤπακος,,0,,,,"vide Ἱππίσκος"
Alexis,,comicus,,Ἡσιόνη,,9,9.367f,9.5,,
Alexis,,comicus,,Ἡσιόνη,,11,11.470e,11.41,,
Alexis,,comicus,,Θεοφόρητος,,9,9.369d,9.8,,
Alexis,,comicus,,Θεοφόρητος,,15,15.700a,15.58@15.59,,
Alexis,,comicus,,Θηβαῖοι,,4,4.159d,4.49,,
Alexis,,comicus,,Θράσων,,4,4.133b,4.10,,
Alexis,,comicus,,Ἱππεύς,,11,11.471c,11.41@11.42,"conf. Ἵππος",
Alexis,,comicus,,Ἱππεύς,,11,11.481f,11.63,"conf. Ἵππος",
Alexis,,comicus,,Ἱππίσκος,,3,3.120b,3.90@3.91,"conf. Ἀγωνίς et Ἵππος",
Alexis,,comicus,,Ἱππίσκος,,6,6.230b,6.17,"conf. Ἀγωνίς et Ἵππος",
Alexis,,comicus,,Ἱππίσκος,,11,11.471e,11.42,"conf. Ἀγωνίς et Ἵππος",
Alexis,,comicus,,Ἱππίσκος,,11,11.502b,11.105@11.106@11.107,"conf. Ἀγωνίς et Ἵππος",
Alexis,,comicus,,Ἵππος,,13,13.610e,13.92,"nisi pro ἐν Ἵππω aut ἐν Ἱππεῖ legendum aut ἐν Ἱππίσκω",
Alexis,,comicus,,Ἰσοστάσιον,,3,3.127c,3.101,,
Alexis,,comicus,,Ἰσοστάσιον,,4,4.134c,4.12,,
Alexis,,comicus,,Ἰσοστάσιον,,13,13.568a,13.23,,
