Name,Ethnicon_1,Ethnicon_2,Ethnicon_3,Characterization,Note,Work,Sub_Work,Note_Work,Passage,Book,Casaubon_Reference,Kaibel_Reference,Asterisk,Note_Reference,Is_Range
HERMESIANAX,"ὁ Κολοφώνιος",,,,,"Λεόντιον carmen tribus libris compositum, ὧν ἐν τῷ τρίτῳ",,,"fr. 2",13,13.598b,13.71,,,range
HERMESIANAX,"ὁ Κολοφώνιος",,,,,"Λεόντιον carmen tribus libris compositum, ὧν ἐν τῷ τρίτῳ",,,"fr. 2",13,13.598c,13.71,,,range
HERMESIANAX,"ὁ Κολοφώνιος",,,,,"Λεόντιον carmen tribus libris compositum, ὧν ἐν τῷ τρίτῳ",,,"fr. 2",13,13.598d,13.71,,,range
HERMESIANAX,"ὁ Κολοφώνιος",,,,,"Λεόντιον carmen tribus libris compositum, ὧν ἐν τῷ τρίτῳ",,,"fr. 2",13,13.598e,13.71,,,range
HERMESIANAX,"ὁ Κολοφώνιος",,,,,"Λεόντιον carmen tribus libris compositum, ὧν ἐν τῷ τρίτῳ",,,"fr. 2",13,13.598f,13.71,,,range
HERMESIANAX,"ὁ Κολοφώνιος",,,,,"Λεόντιον carmen tribus libris compositum, ὧν ἐν τῷ τρίτῳ",,,"fr. 2",13,13.599a,13.71,,,range
HERMESIANAX,"ὁ Κολοφώνιος",,,,,"Λεόντιον carmen tribus libris compositum, ὧν ἐν τῷ τρίτῳ",,,"fr. 2",13,13.599b,13.71,,,"range end"
HERMIAS,"ὁ Κουριεύς",,,,,"ἐκ τῶν Ἰάμβων",,,"chol. p. 147",13,13.563d,13.14@13.15,,,"range start"
HERMIAS,"ὁ Κουριεύς",,,,,"ἐκ τῶν Ἰάμβων",,,"chol. p. 147",13,13.563e,13.15,,,"range end"
HERMIAS,"ὁ Μηθυμναῖος",,,,,"ἐν τρίτη Σικελικῶν",,,"fr. 1",10,10.438c,10.51,,,
HERMIAS,Σάμιος,,,,"ὁ τοῦ Ἑρμοδώρου",,,,,13,13.606c,13.85,,,
HERMIAS,"fortasse Samius",,,,"Hermodori filius","ἐν τῷ βʹ τῶν περὶ τοῦ Γρυνείου Ἀπόλλωνος",,,"fr. 2",4,4.149d,4.31@4.32,,,"range start"
HERMIAS,"fortasse Samius",,,,"Hermodori filius","ἐν τῷ βʹ τῶν περὶ τοῦ Γρυνείου Ἀπόλλωνος",,,"fr. 2",4,4.149e,4.32,,,range
HERMIAS,"fortasse Samius",,,,"Hermodori filius","ἐν τῷ βʹ τῶν περὶ τοῦ Γρυνείου Ἀπόλλωνος",,,"fr. 2",4,4.149f,4.32,,,range
HERMIAS,"fortasse Samius",,,,"Hermodori filius","ἐν τῷ βʹ τῶν περὶ τοῦ Γρυνείου Ἀπόλλωνος",,,"fr. 2",4,4.150a,4.32,,,"range end"
HERMIPPVS,,,,comicus,,Ἀρτοπώλιδες,,,"fr. 11",3,3.119c,3.89,,,
HERMIPPVS,,,,comicus,,Δημόται,,,"fr. 15",7,7.285e,7.23@7.24,,,
HERMIPPVS,,,,comicus,,Θεοί,,,"fr. 25",10,10.426f,10.28,,,
HERMIPPVS,,,,comicus,,Θεοί,,,"fr. 29",11,11.478c,11.56,,,
HERMIPPVS,,,,comicus,,Θεοί,,,"fr. 29",11,11.478f,11.57,,,
HERMIPPVS,,,,comicus,,Θεοί,,,"fr. 31",14,14.636d,14.39,,,
HERMIPPVS,,,,comicus,,Κέρκωπες,,,fr.35,12,12.551a,12.75,,,
HERMIPPVS,,,,comicus,,Κέρκωπες,,,"fr. 36",14,14.650e,14.63@14.64,,,
HERMIPPVS,,,,comicus,,Κέρκωπες,,,"fr. 37",11,11.502b,11.105@11.106@11.107,,,
HERMIPPVS,,,,comicus,,Κέρκωπες,,,"fr. 39",3,3.123f,3.97,,,
HERMIPPVS,,,,comicus,,Μοῖραι,,,"fr. 41",10,10.418c,10.12,,,"range start"
HERMIPPVS,,,,comicus,,Μοῖραι,,,"fr. 41",10,10.418d,10.12,,,"range end"
HERMIPPVS,,,,comicus,,Μοῖραι,,,"fr. 43",11,11.476d,11.51,,,
HERMIPPVS,,,,comicus,,Μοῖραι,,,"fr. 44",11,11.486a,11.70@11.71,,,
HERMIPPVS,,,,comicus,,Μοῖραι,,,"fr. 45",8,8.344d,8.33,,,
HERMIPPVS,,,,comicus,,Μοῖραι,,,"fr. 47",15,15.668a,15.6,,"cf. 11.487e-f",
HERMIPPVS,,,,comicus,,Στρατιῶται,,,"fr. 51",3,3.77a,3.11,,,
HERMIPPVS,,,,comicus,,Στρατιῶται,,,"fr. 52",14,14.649c,14.60@14.61,,,
HERMIPPVS,,,,comicus,,Στρατιῶται,,,"fr. 63",11,11.480e,11.61,,,
HERMIPPVS,,,,comicus,,Στρατιῶται,,,"fr. 58",12,12.524f,12.27@12.28,,,
HERMIPPVS,,,,comicus,,Στρατιῶται,,,"fr. 60",10,10.423a,10.20,,,
HERMIPPVS,,,,comicus,,Φορμοφόροι,,,"fr. 62",15,15.700d,15.60,,,
HERMIPPVS,,,,comicus,,Φορμοφόροι,,,"fr. 63",1,1.27e,1.49,*,,"range start"
HERMIPPVS,,,,comicus,,Φορμοφόροι,,,"fr. 63",1,1.27f,1.49,*,,"range end"
HERMIPPVS,,,,comicus,,"fab. incert.",,,"fr. 76",1,1.18c,1.32,,,
HERMIPPVS,,,,comicus,,"fab. incert.",,,"fr. 79",2,2.59c,2.53@2.54,,,
HERMIPPVS,,,,comicus,,"fab. incert.",,,"fr. 81",2,2.56c,2.47,,,
HERMIPPVS,,,,comicus,,"fab. incert.",,,"fr. 82",1,1.29e,1.53,,,"range start"
HERMIPPVS,,,,comicus,,"fab. incert.",,,"fr. 82",1,1.29f,1.53@1.54,,,"range end"
HERMIPPVS,,,,comicus,,Ἴαμβοι,,,"fr. 68",3,3.76c,3.9@3.10,,"Iambos dicit Athenaeus 15.699a, cum παρῳδίας scripsisse ait Hermippum",
HERMIPPVS,,,,comicus,,Ἴαμβοι,,,"fr. 70",11,11.461e,11.4@11.5,,"Iambos dicit Athenaeus 15.699a, cum παρῳδίας scripsisse ait Hermippum",
HERMIPPVS,,,,comicus,,Ἴαμβοι,,,"fr. 74",15,15.667d,15.5,,"Iambos dicit Athenaeus 15.699a, cum παρῳδίας scripsisse ait Hermippum",
HERMIPPVS,,,,comicus,,Ἴαμβοι,,,"fr. 75",15,15.700d,15.60,,"Iambos dicit Athenaeus 15.699a, cum παρῳδίας scripsisse ait Hermippum",
HERMIPPVS,"ὁ Σμυρναῖος (7.327b)",,,"ὁ Καλλιμάχειος (passim)",,"ἐν τῷ αʹ περὶ Ἀριστοτέλους",,,"fr. 42",13,13.589c,13.55@13.56,,,
HERMIPPVS,"ὁ Σμυρναῖος (7.327b)",,,"ὁ Καλλιμάχειος (passim)",,"ἐν τῷ αʹ περὶ Ἀριστοτέλους",,,"fr. 42",15,15.696e,15.52,,,"range start"
HERMIPPVS,"ὁ Σμυρναῖος (7.327b)",,,"ὁ Καλλιμάχειος (passim)",,"ἐν τῷ αʹ περὶ Ἀριστοτέλους",,,"fr. 42",15,15.696f,15.52,,,"range end"
HERMIPPVS,"ὁ Σμυρναῖος (7.327b)",,,"ὁ Καλλιμάχειος (passim)",,"ἐν τῷ περὶ Γοργίου",,,"fr. 53",11,11.505d,11.112@11.113,,,"range start"
HERMIPPVS,"ὁ Σμυρναῖος (7.327b)",,,"ὁ Καλλιμάχειος (passim)",,"ἐν τῷ περὶ Γοργίου",,,"fr. 53",11,11.505e,11.113,,,"range end"
HERMIPPVS,"ὁ Σμυρναῖος (7.327b)",,,"ὁ Καλλιμάχειος (passim)",,"ἐν τοῖς περὶ τῶν Ἑπτὰ Σοφῶν",,,"fr. 16",10,10.443a,10.60,,,
HERMIPPVS,"ὁ Σμυρναῖος (7.327b)",,,"ὁ Καλλιμάχειος (passim)",,"ἐν τοῖς περὶ Ἱππώνακτος",,,"fr. 74",7,7.327b,7.132,,,"range start"
HERMIPPVS,"ὁ Σμυρναῖος (7.327b)",,,"ὁ Καλλιμάχειος (passim)",,"ἐν τοῖς περὶ Ἱππώνακτος",,,"fr. 74",7,7.327c,7.132@7.133,,,"range end"
HERMIPPVS,"ὁ Σμυρναῖος (7.327b)",,,"ὁ Καλλιμάχειος (passim)",,"ἐν τῷ περὶ Ἰσοκράτους",,,"fr. 55",13,13.592d,13.62,,,
HERMIPPVS,"ὁ Σμυρναῖος (7.327b)",,,"ὁ Καλλιμάχειος (passim)",,"ἐν τοῖς Περὶ τῶν Ἰσοκράτους μαθητῶν",,,"fr. 64",8,8.342c,8.27@8.28,,,
HERMIPPVS,"ὁ Σμυρναῖος (7.327b)",,,"ὁ Καλλιμάχειος (passim)",,"ἐν τοῖς Περὶ τῶν Ἰσοκράτους μαθητῶν",,,"fr. 69",10,10.451e,10.74@10.75,,,
HERMIPPVS,"ὁ Σμυρναῖος (7.327b)",,,"ὁ Καλλιμάχειος (passim)",,"ἐν αʹ Νομοθετῶν",,,"fr. 1",4,4.154d,4.41,,,
HERMIPPVS,"ὁ Σμυρναῖος (7.327b)",,,"ὁ Καλλιμάχειος (passim)",,"ἐν ἕκτῳ περὶ Νομοθ.",,,"fr. 7",14,14.619b,14.10,,,
HERMIPPVS,"ὁ Σμυρναῖος (7.327b)",,,"ὁ Καλλιμάχειος (passim)",,"ἐν τοῖς περὶ Νομοθ.",,,"fr. 6",13,13.555b,13.1@13.2,,,"range start"
HERMIPPVS,"ὁ Σμυρναῖος (7.327b)",,,"ὁ Καλλιμάχειος (passim)",,"ἐν τοῖς περὶ Νομοθ.",,,"fr. 6",13,13.555c,13.2,,,"range end"
HERMIPPVS,"ὁ Σμυρναῖος (7.327b)",,,"ὁ Καλλιμάχειος (passim)",,"sedis incertae",,,"fr. 18",2,2.58f,2.52@2.53,,,
HERMIPPVS,"ὁ Σμυρναῖος (7.327b)",,,"ὁ Καλλιμάχειος (passim)",,"sedis incertae",,,"fr. 22a",5,5.213f,5.51@5.52,,,
HERMIPPVS,"ὁ Σμυρναῖος (7.327b)",,,"ὁ Καλλιμάχειος (passim)",,"sedis incertae",,,"fr. 26",4,4.163e,4.56,,,
HERMIPPVS,"ὁ Σμυρναῖος (7.327b)",,,"ὁ Καλλιμάχειος (passim)",,"sedis incertae",,,"fr. 43",1,1.21a,1.37@1.38,,,
HERMIPPVS,"ὁ Σμυρναῖος (7.327b)",,,"ὁ Καλλιμάχειος (passim)",,"sedis incertae",,,"fr. 46",6,6.252c,6.60,,,
HERMIPPVS,"ὁ Σμυρναῖος (7.327b)",,,"ὁ Καλλιμάχειος (passim)",,"sedis incertae",,,"fr. 52",4,4.162d,4.54,,,
HERMIPPVS,"ὁ Σμυρναῖος (7.327b)",,,"ὁ Καλλιμάχειος (passim)",,"sedis incertae",,,"fr. 68",1,1.21c,1.38,,,
HERMIPPVS,"ὁ Σμυρναῖος (7.327b)",,,"ὁ Καλλιμάχειος (passim)",,"sedis incertae",,,"fr. 81",11,11.478a,11.55,,,
HERMIPPVS,"ὁ Κυζικηνός",,,,"Ἑρμοκλῆς coni",Paeanes,,,,15,15.697a,15.52,,,
HERMOCLES,,,,,,,,,,0,,,,"v. HERMIPPVS ὁ Κυζικηνός",
HERMONAX,,,,grammaticus,"Ἑρμῶν 3.81f","ἐν Κρητικαῖς Γλώσσαις",,,,3,3.76e,3.10@3.11,,,
HERMONAX,,,,grammaticus,"Ἑρμῶν 3.81f","ἐν Κρητικαῖς Γλώσσαις",,,,3,3.81f,3.21@3.22,,,
HERMONAX,,,,grammaticus,"Ἑρμῶν 3.81f","ἐν Κρητικαῖς Γλώσσαις",,,,6,6.267c,6.93,,,
HERMONAX,,,,grammaticus,"Ἑρμῶν 3.81f","ἐν Γλώσσαις",,,,2,2.53c,2.41,,,
HERMONAX,,,,grammaticus,"Ἑρμῶν 3.81f","ἐν Συνωνύμοις",,,,11,11.480f,11.61,,,
HERMONAX,,,,grammaticus,"Ἑρμῶν 3.81f","libro non nominato",,,,11,11.502b,11.105@11.106@11.107,,,
"HERODES ATTICVS",,,,,,,,,,3,3.99c,3.55,,,
HERODIANVS,,,,grammaticus,,,,,"I 321, 21 L",2,2.52e,2.39,,"cf. adn. Vide etiam 1.30e adn.",
HERODICVS,"ὁ Βαβυλώνιος (5.222a)",,,"ὁ Κρατήτειος (passim)",,"ἐν ἕκτῳ τῶν Κωμῳδουμένων",,,,13,13.586a,13.50,,,
HERODICVS,"ὁ Βαβυλώνιος (5.222a)",,,"ὁ Κρατήτειος (passim)",,"ἐν ἕκτῳ τῶν Κωμῳδουμένων",,,,13,13.591c,13.59@13.60,,,
HERODICVS,"ὁ Βαβυλώνιος (5.222a)",,,"ὁ Κρατήτειος (passim)",,"ἐν τοῖς Συμμίκτοις Ὑπομνήμασιν",,,,8,8.340e,8.24@8.25,,,
HERODICVS,"ὁ Βαβυλώνιος (5.222a)",,,"ὁ Κρατήτειος (passim)",,"ἐν τοῖς πρὸς τὸν Φιλοσωκράτην",,,,5,5.216f,5.56,,,
HERODICVS,"ὁ Βαβυλώνιος (5.222a)",,,"ὁ Κρατήτειος (passim)",,"ἐν τοῖς πρὸς τὸν Φιλοσωκράτην",,,,5,5.219c,5.61,,,
HERODICVS,"ὁ Βαβυλώνιος (5.222a)",,,"ὁ Κρατήτειος (passim)",,Epigramma,,,,5,5.222a,5.65,,,
HERODICVS,"ὁ Βαβυλώνιος (5.222a)",,,"ὁ Κρατήτειος (passim)",,"libro non nominato",,,,6,6.234d,6.26,,,
HERODORVS,"ὁ Ἡρακλεώτης",,,,,"ἐν ἵζ’ τοῦ καθ’ Ἡρακλέα Λόγου",,,"fr. 31",9,9.411a,9.80,,,
HERODORVS,"ὁ Ἡρακλεώτης",,,,,"libro non nominato",,,"fr. 3",11,11.474f,11.49,,,
HERODORVS,"ὁ Ἡρακλεώτης",,,,,"libro non nominato",,,"fr. 7",13,13.556f,13.4,,,
HERODORVS,"ὁ Ἡρακλεώτης",,,,,"libro non nominato",,,"fr. 28",2,2.57f,2.50,,,
HERODORVS,"ὁ Ἡρακλεώτης",,,,,"libro non nominato",,,"fr. 60",11,11.504b,11.111,,,
HERODORVS,"ὁ Ἡρακλεώτης",,,,,"libro non nominato",,,"fr. 61",6,6.231c,6.19,,,
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,αʹ,,17,12,12.517a,12.12,*,,
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,αʹ,,17,14,14.627d,14.23@14.24,*,,
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,αʹ,,25,5,5.210b,5.45,*,,
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,αʹ,,71,3,3.78e,3.15,,,
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,αʹ,,94,1,1.19a,1.33@1.34,*,,
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,αʹ,,133,4,4.143f,4.22@4.23,*,,
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,αʹ,,133,14,14.641a,14.47,,,
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,αʹ,,135,13,13.603a,13.79@13.80,*,,
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,αʹ,,183,9,9.396c,9.54,,,
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,αʹ,,188,2,2.45a,2.22@2.23,*,,"range start"
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,αʹ,,188,2,2.45b,2.23,*,,"range end"
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,αʹ,,193,14,14.651c,14.65,,adn.,
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,αʹ,,212,14,14.613b,14.1,*,,
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,βʹ,,62,15,15.701a,15.60,,,
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,βʹ,,77,3,3.114c,3.81,*,,
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,βʹ,,92,3,3.110c,3.75,,,
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,βʹ,,122,9,9.410e,9.79,,"cf. c","range start"
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,βʹ,,122,9,9.410f,9.79@9.80,,"cf. c","range end"
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,βʹ,,133,10,10.438b,10.50@10.51,,,
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,βʹ,,135,13,13.596c,13.69,,"cf. d*",
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,βʹ,,151,6,6.231d,6.19,*,,
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,βʹ,,173,6,6.261c,6.78,*,,
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,βʹ,,174,6,6.261c,6.78,*,,
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,γ’,,20,11,11.473b,11.45@11.46,,,
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,γ’,,108,9,9.400e,9.63,,"cf. litt. c*","range start"
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,γ’,,108,9,9.400f,9.63,,"cf. litt. c*","range end"
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,δʹ,,2,9,9.399c,9.59@9.60,,,
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,δʹ,,23,2,2.57c,2.49,*,,
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,δʹ,,52,2,2.43c,2.18,*,,"range start"
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,δʹ,,52,2,2.43d,2.18@2.19,*,,"range end"
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,δʹ,,131,8,8.334a,8.8@8.9,*,,
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,εʹ,,88,11,11.502c,11.107@11.108,,,
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,ςʹ,,76,10,10.436f,10.48@10.49,*,,
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,ςʹ,,84,10,10.427b,10.29,,,
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,ςʹ,,127,12,12.541b,12.58,,,"range start"
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,ςʹ,,127,12,12.541c,12.58,,,"range end"
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,ςʹ,,129,14,14.628c,14.25,*,,"range start"
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,ςʹ,,129,14,14.628d,14.25,*,,"range end"
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,ζʹ,,76,11,11.486d,11.72,,,"range start"
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,ζʹ,,76,11,11.486e,11.72@11.73,,,"range end"
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,ζʹ,,118,4,4.146a,4.26@4.27,,,"range start"
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,ζʹ,,118,4,4.146b,4.27,,,"range end"
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,ζʹ,,163,9,9.401d,9.64,,,
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,ηʹ,,,0,,,,"106: 7.266e*",
HERODOTVS,"ὁ Ἁλικαρνασσεύς",,,,,Ἱστοριῶν,θʹ,,,0,,,,"16: 4.148e, 138b-d; 110: 4.146b; 120: 3.119d",
HERODOTVS,"ὁ Λύκιος",,,,,"ἐν τῷ περὶ Σύκων",,,,3,3.75f,3.8@3.9,,,
HERODOTVS,"ὁ Λύκιος",,,,,"ἐν τῷ περὶ Σύκων",,,,3,3.78d,3.15,,,
HERONDAS,,,,iambographus,,"ἐν Συνεργαζομέναις",,,"fr. 2",3,3.86b,3.31@3.32,,,
HEROPYTHVS,,,,,,"ἐν Ὥροις Κολοφωνίων",,,"fr. 1",7,7.297e,7.50@7.51,,,"range start"
HEROPYTHVS,,,,,,"ἐν Ὥροις Κολοφωνίων",,,"fr. 1",7,7.297f,7.51,,,"range end"
HESIODVS,,,,,,,,"ὁ τὸν Αἰγίμιον ποιήσας εἴθ’ Ἡσίοδός ἐστιν ἢ Κέρκωψ ὁ Μιλήσιος","Hes fr. 7",11,11.503d,11.109@11.110,,"huc pertinet (fr. 130) 13.557a adn.",
HESIODVS,,,,,,"ἐν τῇ Ἀσπίδι",,,205,5,5.180e,5.9@5.10,,,
HESIODVS,,,,,,"ἐν τῇ Ἀσπίδι",,,395,5,5.189d,5.15,*,,
HESIODVS,,,,,,"ὁ τὴν εἰς Ἡσίοδον ἀναφερομένην ποιήσας Ἀστρονομίαν",,,"fr. 9",11,11.491c,11.80,,,"range start"
HESIODVS,,,,,,"ὁ τὴν εἰς Ἡσίοδον ἀναφερομένην ποιήσας Ἀστρονομίαν",,,"fr. 9",11,11.491d,11.80@11.81,,,"range end"
HESIODVS,,,,,,"ὁ τὴν εἰς Ἡσίοδον ἀναφερομένην ποιήσας Ἀστρονομίαν",,,"fr. 10",11,11.491c,11.80,,,"range start"
HESIODVS,,,,,,"ὁ τὴν εἰς Ἡσίοδον ἀναφερομένην ποιήσας Ἀστρονομίαν",,,"fr. 10",11,11.491d,11.80@11.81,,,"range end"
HESIODVS,,,,,,"ὁ τὴν εἰς Ἡσίοδον ἀναφερομένην ποιήσας Ἀστρονομίαν",,,"fr. 11",11,11.491c,11.80,,,"range start"
HESIODVS,,,,,,"ὁ τὴν εἰς Ἡσίοδον ἀναφερομένην ποιήσας Ἀστρονομίαν",,,"fr. 11",11,11.491d,11.80@11.81,,,"range end"
HESIODVS,,,,,,Ἔργων,,,41,2,2.58d,2.52,*,,
HESIODVS,,,,,,Ἔργων,,,341,5,5.186f,5.3,*,,
HESIODVS,,,,,,Ἔργων,,,383,11,11.489f,11.79,*,,
HESIODVS,,,,,,Ἔργων,,,410,3,3.100b,3.56@3.57,*,,
HESIODVS,,,,,,Ἔργων,,,410,14,14.653d,14.68,*,,
HESIODVS,,,,,,Ἔργων,,,569,2,2.63a,2.62@2.63,*,,
HESIODVS,,,,,,Ἔργων,,,590,3,3.115a,3.82,*,,
HESIODVS,,,,,,Ἔργων,,,593,11,11.782a,11.17@11.18,*,,
HESIODVS,,,,,,Ἔργων,,,595,2,2.41e,2.15,*,,
HESIODVS,,,,,,Ἔργων,,,596,10,10.426c,10.27@10.28,*,,
HESIODVS,,,,,,Ἔργων,,,722,8,8.364c,8.66,*,,"range start"
HESIODVS,,,,,,Ἔργων,,,722,8,8.364d,8.66@8.67,*,,"range end"
HESIODVS,,,,,,"αἱ εἰς Ἡσίοδον ἀναφερόμεναι Μεγάλαι Ἠοῖαι καὶ Μεγάλα Ἔργα",,,,8,8.364c,8.66,,,
HESIODVS,,,,,,"ἐν ταῖς Ἠοίαις",,,"fr. 157",10,10.428b,10.31@10.32,,,"range start"
HESIODVS,,,,,,"ἐν ταῖς Ἠοίαις",,,"fr. 157",10,10.428c,10.32,,,"range end"
HESIODVS,,,,,,"ἐν ταῖς Ἠοίαις",,,,13,13.590a,13.56@13.57,,"vd. adn.","range start"
HESIODVS,,,,,,"ἐν ταῖς Ἠοίαις",,,,13,13.590b,13.57,,"vd. adn.","range end"
HESIODVS,,,,,,"ἐν Κήυκος Γάμῳ",,,"fr. 177",2,2.49b,2.32,,"ubi significatur carmen a quibusdam damnatum esse",
HESIODVS,,,,,,"ἐν τῷ βʹ Μελαμποδίας",,,"fr. 193",11,11.498a,11.98@11.99,,,"range start"
HESIODVS,,,,,,"ἐν τῷ βʹ Μελαμποδίας",,,"fr. 193",11,11.498b,11.99,,,"range end"
HESIODVS,,,,,,"ἐν τῷ βʹ Μελαμποδίας",,,"fr. 194",11,11.498a,11.98@11.99,,,"range start"
HESIODVS,,,,,,"ἐν τῷ βʹ Μελαμποδίας",,,"fr. 194",11,11.498b,11.99,,,"range end"
HESIODVS,,,,,,"ἐν τῷ Μελαμποδίας","ἐν τρίτῳ",,"fr. 195",13,13.609e,13.89@13.90,,,
HESIODVS,,,,,,"ἐν τῇ Μελ.",,,"fr. 192",2,2.40f,2.12@2.13,,,
HESIODVS,,,,,,"Hesiodi carmen spurium",,,,3,3.116a,3.83@3.84,,,"range start"
HESIODVS,,,,,,"Hesiodi carmen spurium",,,,3,3.116b,3.84,,,range
HESIODVS,,,,,,"Hesiodi carmen spurium",,,,3,3.116c,3.84,,,range
HESIODVS,,,,,,"Hesiodi carmen spurium",,,,3,3.116d,3.84,,,"range end"
HICESIVS,,,,"ὁ Ἐρασιστράτειος (3.87b)",,"ἐν δευτέρῳ περὶ Ὕλης",,,,3,3.118a,3.86@3.87,,,
HICESIVS,,,,"ὁ Ἐρασιστράτειος (3.87b)",,"ἐν δευτέρῳ περὶ Ὕλης",,,,15,15.681c,15.28,,,"range start"
HICESIVS,,,,"ὁ Ἐρασιστράτειος (3.87b)",,"ἐν δευτέρῳ περὶ Ὕλης",,,,15,15.681d,15.28,,,"range end"
HICESIVS,,,,"ὁ Ἐρασιστράτειος (3.87b)",,"ἐν δευτέρῳ περὶ Ὕλης",,,,15,15.689c,15.39,,,"range start"
HICESIVS,,,,"ὁ Ἐρασιστράτειος (3.87b)",,"ἐν δευτέρῳ περὶ Ὕλης",,,,15,15.689d,15.39,,,"range end"
HICESIVS,,,,"ὁ Ἐρασιστράτειος (3.87b)",,"ἐν τοῖς περὶ Ὕλης",,,,7,7.278a,7.6@7.7,,,
HICESIVS,,,,"ὁ Ἐρασιστράτειος (3.87b)",,"ἐν τοῖς περὶ Ὕλης",,,,7,7.282d,7.17,,,
HICESIVS,,,,"ὁ Ἐρασιστράτειος (3.87b)",,"ἐν τοῖς περὶ Ὕλης",,,,7,7.294c,7.42@7.43,,,
HICESIVS,,,,"ὁ Ἐρασιστράτειος (3.87b)",,"ἐν τοῖς περὶ Ὕλης",,,,7,7.298a,7.51@7.52,,,"range start"
HICESIVS,,,,"ὁ Ἐρασιστράτειος (3.87b)",,"ἐν τοῖς περὶ Ὕλης",,,,7,7.298b,7.52,,,"range end"
HICESIVS,,,,"ὁ Ἐρασιστράτειος (3.87b)",,"ἐν τοῖς περὶ Ὕλης",,"sine titulo",,3,3.87b,3.33,,,
HICESIVS,,,,"ὁ Ἐρασιστράτειος (3.87b)",,"ἐν τοῖς περὶ Ὕλης",,"sine titulo",,3,3.87c,3.33@3.34,,,"range start"
HICESIVS,,,,"ὁ Ἐρασιστράτειος (3.87b)",,"ἐν τοῖς περὶ Ὕλης",,"sine titulo",,3,3.87d,3.34,,,range
HICESIVS,,,,"ὁ Ἐρασιστράτειος (3.87b)",,"ἐν τοῖς περὶ Ὕλης",,"sine titulo",,3,3.87e,3.34,,,range
