"Alexander","Aetolus","","τραγῳδιοδιδάσκαλος vocatur a Polemone periegeta","","","15","15.699b","",""
"Alexander","Aetolus","","citatur","","","10","10.412f","",""
"Alexander","Aetolus","","","Ἁλιεύς","","7","7.296c","",""
"Alexander","Aetolus","","","Ἐλεγεῖον","","15","15.699b","",""
"Alexander","Aetolus","","","Ἰωνικὰ ποιήματα","","14","14.620e","",""
"Alexander","Aetolus","","","Κρίκα","","7","7.283a","",""
"Alexander","Aetolus","","","Πότος","","4","4.171e","",""
"Alexander","Aetolus","","","Τιγόνιον","","11","11.496e","",""
"Alexander","","magnus","","Ἀγήν","","2","2.50f","",""
"Alexander","","magnus","","Ἀγήν","","13","13.586d","",""
"Alexander","","magnus","","Ἀγήν","","13","13.595e","",""
"Alexander","","magnus","","Ἐπιστολαί	","","1","1.22d","",""
"Alexander","","magnus","","Ἐπιστολαί	","","2","2.42f","",""
"Alexander","","magnus","","Ἐπιστολαί	","","11","11.784a","",""
"Alexander","Myndius","","","","","2","2.65a","",""
"Alexander","Myndius","","","Κτηνῶν ἱστορία","βʹ","5","5.221b","",""
"Alexander","Myndius","","","ἐν δευτέρῳ περὶ ζῴων","","9","9.392c","",""
"Alexander","Myndius","","","περὶ τῆς τῶν πτηνῶν ἱστορίας","βʹ","9","9.388d","",""
"Alexander","Myndius","","","ἐν δευτέρῳ περὶ πτηνῶν ζῴων","","9","9.398c","",""
"Alexander","Myndius","","","inde ducta videntur testimonia de attagene","","9","9.387f","",""
"Alexander","Myndius","","","de oto","","9","9.390e","",""
"Alexander","Myndius","","","de oto","","9","9.390f","",""
"Alexander","Myndius","","","de scope","","9","9.391b","",""
"Alexander","Myndius","","","de cygnis","","9","9.393d","",""
"Alexander","Myndius","","","de columbis","","9","9.394d","",""
"Alexander","Myndius","","","de columbis","","9","9.394e","",""
"Αλέξου","","","","Ἰωνικὰ ποιήματα","","14","14.620e","",""
"Alexinus","","dialecticus","","Παιὰν εἰς Κρατερὸν τὸν Μακεδόνα","","15","15.696e","",""
"Alexinus","","dialecticus","","περὶ αὐταρκείας","","10","10.418e","ubi vulgo Ἄλεξις",""
"Alexis","","comicus","","","","1","1.18c","",""
"Alexis","","comicus","","","","1","1.21b","",""
"Alexis","","comicus","","","","1","1.21c","",""
"Alexis","","comicus","","","","1","1.23c","",""
"Alexis","","comicus","","","","1","1.23e","",""
"Alexis","","comicus","","","","1","1.28e","",""
"Alexis","","comicus","","","","1","1.30f","",""
"Alexis","","comicus","","","","2","2.36d","",""
"Alexis","","comicus","","","","2","2.36e","",""
"Alexis","","comicus","","","","2","2.36f","",""
"Alexis","","comicus","","","","2","2.39b","",""
"Alexis","","comicus","","","","2","2.39c","",""
"Alexis","","comicus","","","","2","2.40c","",""
"Alexis","","comicus","","","","2","2.40e","",""
"Alexis","","comicus","","","","2","2.40f","",""
"Alexis","","comicus","","","","2","2.47d","",""
"Alexis","","comicus","","","","2","2.49e","",""
"Alexis","","comicus","","","","2","2.54f","",""
"Alexis","","comicus","","","","2","2.57e","",""
"Alexis","","comicus","","","","2","2.60a","coll.",""
"Alexis","","comicus","","","","2","2.63e","",""
"Alexis","","comicus","","","","2","2.66f","",""
"Alexis","","comicus","","","","2","2.67e","",""
"Alexis","","comicus","","","","11","11.784d","",""
"Alexis","","comicus","","","","11","11.502b","",""
"Alexis","","comicus","","","","13","13.565b","",""
"Alexis","","comicus","","","","15","15.700e","",""
"Alexis","","comicus","","Ἀγωνὶς ἢ Ἱππίσκος","","8","8.339c","",""
"Alexis","","comicus","","Ἀγωνὶς ἢ Ἱππίσκος","","15","15.678e","",""
"Alexis","","comicus","","Ἀδελφοί","","6","6.223e","",""
"Alexis","","comicus","","Αἴσωπος","","10","10.431d","",""
"Alexis","","comicus","","Ἀλείπτρια","","3","3.123b","",""
"Alexis","","comicus","","Ἄντεια","","3","3.127b","",""
"Alexis","","comicus","","Ἄντεια","","3","3.127c","",""
"Alexis","","comicus","","Ἀπεγλαυκωμένος","","3","3.117c","",""
"Alexis","","comicus","","Ἀπεγλαυκωμένος","","3","3.117e","",""
"Alexis","","comicus","","Ἀπεγλαυκωμένος","","6","6.224f","",""
"Alexis","","comicus","","Ἀπεγλαυκωμένος","","7","7.301a","",""
"Alexis","","comicus","","Ἀποκοπτόμενος","","13","13.562d","",""
"Alexis","","comicus","","Ἀποκοπτομένη","","10","10.431c","",""
"Alexis","","comicus","","Ἀρχίλοχος","","14","14.644b","",""
"Alexis","","comicus","","Ἀσκληπιοκλείδης","","4","4.169d","",""
"Alexis","","comicus","","Ἀσωτοδιδάσκαλος","","8","8.336d","",""
"Alexis","","comicus","","Ἀτθίς","","9","9.386c","",""
"Alexis","","comicus","","Βρευτία (?)","","14","14.650c","",""
"Alexis","","comicus","","Γαλάτεια","","7","7.314d","",""
"Alexis","","comicus","","Γαλάτεια","","12","12.544e","",""
"Alexis","","comicus","","Γαλάτεια","","12","12.544f","",""
"Alexis","","comicus","","Γραφή","","13","13.605f","",""
"Alexis","","comicus","","Γυναικοκρατία","","3","3.125b","",""
"Alexis","","comicus","","Γυναικοκρατία","","8","8.336c","",""
"Alexis","","comicus","","Δακτύλιος","","10","10.443e","",""
"Alexis","","comicus","","Δημήτριος","","3","3.108a","",""
"Alexis","","comicus","","Δημήτριος","","7","7.314d","",""
"Alexis","","comicus","","Δημήτριος","","8","8.338d","",""
"Alexis","","comicus","","Δημήτριος ἢ Φιλέταιρος","","6","6.241b","",""
"Alexis","","comicus","","Δημήτριος ἢ Φιλέταιρος","","14","14.663c","",""
"Alexis","","comicus","","Δίδυμοι","","10","10.446f","",""
"Alexis","","comicus","","Δίδυμοι","","15","15.686a","",""
"Alexis","","comicus","","Δὶς πενθῶν","","10","10.441d","ubi Reines ἐν Διὶ πενθοῦντι",""
"Alexis","","comicus","","Δορκὶς Ποππύζουσα","","3","3.104d","conf. Ῥόδιος",""
"Alexis","","comicus","","Δορκὶς Ποππύζουσα","","10","10.431a","conf. Ῥόδιος",""
"Alexis","","comicus","","Δραπέται","","","","vide Λευκαδία",""
"Alexis","","comicus","","Δρωπίδης","","3","3.125f","",""
"Alexis","","comicus","","Δρωπίδης","","4","4.171b","",""
"Alexis","","comicus","","Δρωπίδης","","11","11.496a","",""
"Alexis","","comicus","","Εἰσοικιζόμενος","","11","11.502d","",""
"Alexis","","comicus","","Εἰσοικιζόμενος","","14","14.613c","",""
"Alexis","","comicus","","Εἰσοικιζόμενος","","15","15.685f","",""
"Alexis","","comicus","","Εἰσοικιζόμενος","","15","15.691e","",""
"Alexis","","comicus","","Ἐκπωματοποιός","","15","15.691d","",""
"Alexis","","comicus","","Ἑλένη","","13","13.563d","conf. Τυνδάρεως",""
"Alexis","","comicus","","Ἑλληνίς","","6","6.226f","",""
"Alexis","","comicus","","Ἐπίδαυρος","","3","3.119f","",""
"Alexis","","comicus","","Ἐπίκληρος","","6","6.227b","",""
"Alexis","","comicus","","Ἐπίκληρος","","6","6.227d","",""
"Alexis","","comicus","","Ἐπίτροπος","","10","10.443f","",""
"Alexis","","comicus","","Ἑπτὰ ἐπὶ Θήβαις","","7","7.294a","",""
"Alexis","","comicus","","Ἐρετρικός","","7","7.326d","",""
"Alexis","","comicus","","Έριθοι","","11","11.483e","conf. Παννυχίς",""
"Alexis","","comicus","","Ζεὺς πενθῶν","","","","vide Δὶς πενθῶν",""
"Alexis","","comicus","","Ἡ εἰς τὸ φρέαρ","","3","3.109b","",""
"Alexis","","comicus","","Ἡ εἰς τὸ φρέαρ","","8","8.340c","",""
"Alexis","","comicus","","Ἡ εἰς τὸ φρέαρ","","8","8.364f","",""
"Alexis","","comicus","","Ἤπακος","","","","vide Ἱππίσκος",""
"Alexis","","comicus","","Ἡσιόνη","","9","9.367f","",""
"Alexis","","comicus","","Ἡσιόνη","","11","11.470e","",""
"Alexis","","comicus","","Θεοφόρητος","","9","9.369d","",""
"Alexis","","comicus","","Θεοφόρητος","","15","15.700a","",""
"Alexis","","comicus","","Θηβαῖοι","","4","4.159d","",""
"Alexis","","comicus","","Θράσων","","4","4.133b","",""
"Alexis","","comicus","","Ἱππεύς","","11","11.471c","conf. Ἵππος",""
"Alexis","","comicus","","Ἱππεύς","","11","11.481f","conf. Ἵππος",""
"Alexis","","comicus","","Ἱππίσκος","","3","3.120b","conf. Ἀγωνίς et Ἵππος",""
"Alexis","","comicus","","Ἱππίσκος","","6","6.230b","conf. Ἀγωνίς et Ἵππος",""
