"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ βʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","6,2","2","2.71c","*","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ βʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","","3","3.77a","","E secundo libro citantur quae in edito Theophrasto desunt, cf. adnn.",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ βʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","","3","3.77e","","E secundo libro citantur quae in edito Theophrasto desunt, cf. adnn.",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ βʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","","3","3.77f","","E secundo libro citantur quae in edito Theophrasto desunt, cf. adnn.",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ βʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","","3","3.82e","","E secundo libro citantur quae in edito Theophrasto desunt, cf. adnn.",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ γʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","6,4","2","2.50a","*","","range start"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ γʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","6,4","2","2.50b","*","","range end"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ γʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","9,5, 6","2","2.57b","*","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ γʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","13,1","2","2.50b","*","","range start"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ γʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","13,1","2","2.50c","*","","range end"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ γʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","15,6","2","2.50c","*","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ γʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","16,4","2","2.50f","*","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ γʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","17,5","3","3.77a","","","range start"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ γʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","17,5","3","3.77b","","","range end"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ γʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","18,4","2","2.70d","*","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ δʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","2,3","3","3.77b","","","range start"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ δʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","2,3","3","3.77c","","","range end"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ δʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","4,2","3","3.83d","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ δʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","4,10","14","14.651b","","cf. adn.",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ δʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","7,2","2","2.61e","*","","range start"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ δʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","7,2","2","2.61f","*","","range end"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ δʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","8,7","3","3.72c","*","","range start"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ δʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","8,7","3","3.72d","*","","range end"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ δʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","16,6","1","1.34e","*","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ εʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","3,2","11","11.470f","*","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ ςʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","4,10","2","2.70d","","","range start"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ ςʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","4,10","2","2.70e","","","range end"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ ςʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","6,3","15","15.681b","*","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ ςʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","6,4","15","15.682b","","","range start"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ ςʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","6,4","15","15.682c","","","range end"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ ςʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","6,9","15","15.681e","*","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ ςʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","6,11","15","15.680e","*","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ ςʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","7,2","15","15.681f","*","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ ςʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","8,1—3","15","15.680e","","","range start"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ ςʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","8,1—3","15","15.680f","","","range end"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ ςʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","8,3","15","15.679c","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ ςʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","8,3","15","15.679c","","","range start"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ ςʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","8,3","15","15.679d","","","range end"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ ςʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","8,3","15","15.681f","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ ςʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","8,5","15","15.676e","*","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ ζʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","1,6","3","3.74b","*","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ ζʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","2,4","2","2.69b","*","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ ζʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","4,2","2","2.56f","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ ζʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","4,3","9","9.369b","*","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ ζʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","4,4","9","9.369f","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ ζʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","4,4","9","9.370f","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ ζʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","","9","9.371a","*","cf. adn.",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ ζʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","4,5","2","2.69a","*","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ ζʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","4,6","2","2.58f","*","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ ζʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","4,6","3","3.74a","*","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ ζʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","c. 12","2","2.70a","*","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ ζʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","13,8","2","2.64d","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ ζʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","15,1","15","15.684e","*","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ ηʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","5,1","2","2.54f","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ θʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","7,3","15","15.681f","*","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ θʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","18,9","1","1.18d","*","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ θʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","18,10","1","1.31e","*","cf. adn.","range start"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ θʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","18,10","1","1.31f","*","cf. adn.","range end"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ θʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","","2","2.41f","*","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ θʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","19,3","15","15.680f","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","τῆς (περὶ) Φύτων Ἱστορίας","ἐν τῷ θʹ","s. Φυτικῆς Ἱστορίας s. Ἱστορίας περὶ Φύτων s. Φυτικῶν","20,1","2","2.66e","*","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Φύτων Ἱστορίας","","","fr. 167","2","2.62a","*","","range start"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Φύτων Ἱστορίας","","","fr. 167","2","2.62b","*","","range end"
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Φύτων Ἱστορίας","","","fr. 168","2","2.61e","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ Φύτων Ἱστορίας","","hist. plapt. locus incertus","","9","9.371c","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ (τῶν) Φωλευόντων","","","fr. 176","2","2.63c","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ (τῶν) Φωλευόντων","","","fr. 177","3","3.105d","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ (τῶν) Φωλευόντων","","","fr. 178","7","7.314b","","",""
"THEOPHRASTVS","ὁ Ἐρέσιος (9.387b)","","","","","ἐν τῷ περὶ (τῶν) Φωλευόντων","","item ut videtur","om. Wi","7","7.301e","","","range start"
