Name_1,Name_2,Ethnicon,Characterization,Note,Speech,Book,Casaubon_Reference,Kaibel_Reference,Note_Reference,Is_Range
DAPHNVS,,,,,loquitur,7,7.276d,7.3,,"range start"
DAPHNVS,,,,,loquitur,7,7.276e,7.3@7.4,,"range end"
DAPHNVS,,,,,loquitur,8,8.355a,8.51,,"range start"
DAPHNVS,,,,,loquitur,8,8.355b,8.51,,range
DAPHNVS,,,,,loquitur,8,8.355c,8.51,,range
DAPHNVS,,,,,loquitur,8,8.355d,8.51,,range
DAPHNVS,,,,,loquitur,8,8.355e,8.51@8.52,,range
DAPHNVS,,,,,loquitur,8,8.355f,8.52,,range
DAPHNVS,,,,,loquitur,8,8.356a,8.52,,range
DAPHNVS,,,,,loquitur,8,8.356b,8.52@8.53,,range
DAPHNVS,,,,,loquitur,8,8.356c,8.53,,range
DAPHNVS,,,,,loquitur,8,8.356d,8.53,,range
DAPHNVS,,,,,loquitur,8,8.356e,8.53,,range
DAPHNVS,,,,,loquitur,8,8.356f,8.53,,range
DAPHNVS,,,,,loquitur,8,8.357a,8.53@8.54,,range
DAPHNVS,,,,,loquitur,8,8.357b,8.54,,range
DAPHNVS,,,,,loquitur,8,8.357c,8.54,,range
DAPHNVS,,,,,loquitur,8,8.357d,8.54,,range
DAPHNVS,,,,,loquitur,8,8.357e,8.54@8.55,,range
DAPHNVS,,,,,loquitur,8,8.357f,8.55,,range
DAPHNVS,,,,,loquitur,8,8.358a,8.55@8.56,,range
DAPHNVS,,,,,loquitur,8,8.358b,8.56,,range
DAPHNVS,,,,,loquitur,8,8.358c,8.56,,range
DAPHNVS,,,,,loquitur,8,8.358d,8.57,,range
DAPHNVS,,,,,loquitur,8,8.358e,8.57,,range
DAPHNVS,,,,,loquitur,8,8.358f,8.57,,range
DAPHNVS,,,,,loquitur,8,8.359a,8.57@8.58,,range
DAPHNVS,,,,,loquitur,8,8.359b,8.58,,range
DAPHNVS,,,,,loquitur,8,8.359c,8.58,,range
DAPHNVS,,,,,loquitur,8,8.359d,8.58@8.59,,"range end"
DEMOCRITVS,,Nicomedensis,philosophus,,,1,1.1d,1.2,,
DEMOCRITVS,,,"μουσικώτατον appellat Cynulcus",,,15,15.669d,15.8@15.9,,
DEMOCRITVS,,,,,loquitur,3,3.83c,3.25,,"range start"
DEMOCRITVS,,,,,loquitur,3,3.83d,3.25@3.26,,range
DEMOCRITVS,,,,,loquitur,3,3.83e,3.26,,range
DEMOCRITVS,,,,,loquitur,3,3.83f,3.26,,range
DEMOCRITVS,,,,,loquitur,3,3.84a,3.26@3.27,,range
DEMOCRITVS,,,,,loquitur,3,3.84b,3.27,,range
DEMOCRITVS,,,,,loquitur,3,3.84c,3.27@3.28,,range
DEMOCRITVS,,,,,loquitur,3,3.84d,3.28,,range
DEMOCRITVS,,,,,loquitur,3,3.84e,3.28,,range
DEMOCRITVS,,,,,loquitur,3,3.84f,3.28,,range
DEMOCRITVS,,,,,loquitur,3,3.85a,3.28@3.29,,range
DEMOCRITVS,,,,,loquitur,3,3.85b,3.29,,"range end"
DEMOCRITVS,,,,,loquitur,6,6.248c,6.52@6.53,,"range start"
DEMOCRITVS,,,,,loquitur,6,6.248d,6.53,,range
DEMOCRITVS,,,,,loquitur,6,6.248e,6.53,,range
DEMOCRITVS,,,,,loquitur,6,6.248f,6.53@6.54,,range
DEMOCRITVS,,,,,loquitur,6,6.249a,6.54,,range
DEMOCRITVS,,,,,loquitur,6,6.249b,6.54,,range
DEMOCRITVS,,,,,loquitur,6,6.249c,6.55,,range
DEMOCRITVS,,,,,loquitur,6,6.249d,6.55,,range
DEMOCRITVS,,,,,loquitur,6,6.249e,6.55@6.56,,range
DEMOCRITVS,,,,,loquitur,6,6.249f,6.56,,range
DEMOCRITVS,,,,,loquitur,6,6.250a,6.56,,range
DEMOCRITVS,,,,,loquitur,6,6.250b,6.56,,range
DEMOCRITVS,,,,,loquitur,6,6.250c,6.56,,range
DEMOCRITVS,,,,,loquitur,6,6.250d,6.56@6.57,,range
DEMOCRITVS,,,,,loquitur,6,6.250e,6.57,,range
DEMOCRITVS,,,,,loquitur,6,6.250f,6.57,,range
DEMOCRITVS,,,,,loquitur,6,6.251a,6.57@6.58,,range
DEMOCRITVS,,,,,loquitur,6,6.251b,6.58,,range
DEMOCRITVS,,,,,loquitur,6,6.251c,6.58,,range
DEMOCRITVS,,,,,loquitur,6,6.251d,6.58@6.59,,range
DEMOCRITVS,,,,,loquitur,6,6.251e,6.59,,range
DEMOCRITVS,,,,,loquitur,6,6.251f,6.59,,range
DEMOCRITVS,,,,,loquitur,6,6.252a,6.59@6.60,,range
DEMOCRITVS,,,,,loquitur,6,6.252b,6.60,,range
DEMOCRITVS,,,,,loquitur,6,6.252c,6.60,,range
DEMOCRITVS,,,,,loquitur,6,6.252d,6.60@6.61,,range
DEMOCRITVS,,,,,loquitur,6,6.252e,6.61,,range
DEMOCRITVS,,,,,loquitur,6,6.252f,6.61@6.62,,range
DEMOCRITVS,,,,,loquitur,6,6.253a,6.62,,range
DEMOCRITVS,,,,,loquitur,6,6.253b,6.62,,range
DEMOCRITVS,,,,,loquitur,6,6.253c,6.62,,range
DEMOCRITVS,,,,,loquitur,6,6.253d,6.62@6.63,,range
DEMOCRITVS,,,,,loquitur,6,6.253e,6.63,,range
DEMOCRITVS,,,,,loquitur,6,6.253f,6.63@6.64,,range
DEMOCRITVS,,,,,loquitur,6,6.254a,6.64,,range
DEMOCRITVS,,,,,loquitur,6,6.254b,6.64@6.65,,range
DEMOCRITVS,,,,,loquitur,6,6.254c,6.65,,range
DEMOCRITVS,,,,,loquitur,6,6.254d,6.65,,range
DEMOCRITVS,,,,,loquitur,6,6.254e,6.65,,range
DEMOCRITVS,,,,,loquitur,6,6.254f,6.65@6.66,,range
DEMOCRITVS,,,,,loquitur,6,6.255a,6.66,,range
DEMOCRITVS,,,,,loquitur,6,6.255b,6.66,,range
DEMOCRITVS,,,,,loquitur,6,6.255c,6.66@6.67,,range
DEMOCRITVS,,,,,loquitur,6,6.255d,6.67,,range
DEMOCRITVS,,,,,loquitur,6,6.255e,6.67,,range
DEMOCRITVS,,,,,loquitur,6,6.255f,6.68,,range
DEMOCRITVS,,,,,loquitur,6,6.256a,6.68,,range
DEMOCRITVS,,,,,loquitur,6,6.256b,6.68,,range
DEMOCRITVS,,,,,loquitur,6,6.256c,6.68@6.69,,range
DEMOCRITVS,,,,,loquitur,6,6.256d,6.69,,range
DEMOCRITVS,,,,,loquitur,6,6.256e,6.69,,range
DEMOCRITVS,,,,,loquitur,6,6.256f,6.69@6.70,,range
DEMOCRITVS,,,,,loquitur,6,6.257a,6.70,,range
DEMOCRITVS,,,,,loquitur,6,6.257b,6.70,,range
DEMOCRITVS,,,,,loquitur,6,6.257c,6.70@6.71,,range
DEMOCRITVS,,,,,loquitur,6,6.257d,6.71,,range
DEMOCRITVS,,,,,loquitur,6,6.257e,6.71,,range
DEMOCRITVS,,,,,loquitur,6,6.257f,6.71,,range
DEMOCRITVS,,,,,loquitur,6,6.258a,6.72,,range
DEMOCRITVS,,,,,loquitur,6,6.258b,6.72,,range
DEMOCRITVS,,,,,loquitur,6,6.258c,6.72@6.73,,range
DEMOCRITVS,,,,,loquitur,6,6.258d,6.73,,range
DEMOCRITVS,,,,,loquitur,6,6.258e,6.73,,range
DEMOCRITVS,,,,,loquitur,6,6.258f,6.73@6.74,,range
DEMOCRITVS,,,,,loquitur,6,6.259a,6.74,,range
DEMOCRITVS,,,,,loquitur,6,6.259b,6.74,,range
DEMOCRITVS,,,,,loquitur,6,6.259c,6.74@6.75,,range
DEMOCRITVS,,,,,loquitur,6,6.259d,6.75,,range
DEMOCRITVS,,,,,loquitur,6,6.259e,6.75,,range
DEMOCRITVS,,,,,loquitur,6,6.259f,6.75@6.76,,range
DEMOCRITVS,,,,,loquitur,6,6.260a,6.76,,range
DEMOCRITVS,,,,,loquitur,6,6.260b,6.76,,range
DEMOCRITVS,,,,,loquitur,6,6.260c,6.76,,range
DEMOCRITVS,,,,,loquitur,6,6.260d,6.76@6.77,,range
DEMOCRITVS,,,,,loquitur,6,6.260e,6.77,,range
DEMOCRITVS,,,,,loquitur,6,6.260f,6.77,,range
DEMOCRITVS,,,,,loquitur,6,6.261a,6.77,,range
DEMOCRITVS,,,,,loquitur,6,6.261b,6.77@6.78,,range
DEMOCRITVS,,,,,loquitur,6,6.261c,6.78,,range
DEMOCRITVS,,,,,loquitur,6,6.261d,6.79,,range
DEMOCRITVS,,,,,loquitur,6,6.261e,6.79,,range
DEMOCRITVS,,,,,loquitur,6,6.261f,6.80,,range
DEMOCRITVS,,,,,loquitur,6,6.262a,6.80@6.81,,"range end"
DEMOCRITVS,,,,,loquitur,6,6.262b,6.81,,"range start"
DEMOCRITVS,,,,,loquitur,6,6.262c,6.81,,range
DEMOCRITVS,,,,,loquitur,6,6.262d,6.81,,range
DEMOCRITVS,,,,,loquitur,6,6.262e,6.81@6.82,,range
DEMOCRITVS,,,,,loquitur,6,6.262f,6.82,,range
DEMOCRITVS,,,,,loquitur,6,6.263a,6.82@6.83,,range
DEMOCRITVS,,,,,loquitur,6,6.263b,6.83,,range
DEMOCRITVS,,,,,loquitur,6,6.263c,6.83@6.84,,range
DEMOCRITVS,,,,,loquitur,6,6.263d,6.84,,range
DEMOCRITVS,,,,,loquitur,6,6.263e,6.84,,range
DEMOCRITVS,,,,,loquitur,6,6.263f,6.84,,range
DEMOCRITVS,,,,,loquitur,6,6.264a,6.84@6.85,,range
DEMOCRITVS,,,,,loquitur,6,6.264b,6.85,,range
DEMOCRITVS,,,,,loquitur,6,6.264c,6.85@6.86,,range
DEMOCRITVS,,,,,loquitur,6,6.264d,6.86@6.87,,range
DEMOCRITVS,,,,,loquitur,6,6.264e,6.87,,range
DEMOCRITVS,,,,,loquitur,6,6.264f,6.87,,range
DEMOCRITVS,,,,,loquitur,6,6.265a,6.87,,range
DEMOCRITVS,,,,,loquitur,6,6.265b,6.87@6.88,,range
DEMOCRITVS,,,,,loquitur,6,6.265c,6.88,,range
DEMOCRITVS,,,,,loquitur,6,6.265d,6.88,,range
DEMOCRITVS,,,,,loquitur,6,6.265e,6.88@6.89,,range
DEMOCRITVS,,,,,loquitur,6,6.265f,6.89,,range
DEMOCRITVS,,,,,loquitur,6,6.266a,6.89,,range
DEMOCRITVS,,,,,loquitur,6,6.266b,6.89@6.90,,range
DEMOCRITVS,,,,,loquitur,6,6.266c,6.90,,range
DEMOCRITVS,,,,,loquitur,6,6.266d,6.90,,range
DEMOCRITVS,,,,,loquitur,6,6.266e,6.90@6.91,,range
DEMOCRITVS,,,,,loquitur,6,6.266f,6.91@6.92,,range
DEMOCRITVS,,,,,loquitur,6,6.267a,6.92,,range
DEMOCRITVS,,,,,loquitur,6,6.267b,6.92@6.93,,range
DEMOCRITVS,,,,,loquitur,6,6.267c,6.93,,range
DEMOCRITVS,,,,,loquitur,6,6.267d,6.93,,range
DEMOCRITVS,,,,,loquitur,6,6.267e,6.93@6.94,,range
DEMOCRITVS,,,,,loquitur,6,6.267f,6.94,,range
DEMOCRITVS,,,,,loquitur,6,6.268a,6.94@6.95,,range
DEMOCRITVS,,,,,loquitur,6,6.268b,6.95,,range
DEMOCRITVS,,,,,loquitur,6,6.268c,6.95,,range
DEMOCRITVS,,,,,loquitur,6,6.268d,6.95@6.96,,range
DEMOCRITVS,,,,,loquitur,6,6.268e,6.96,,range
DEMOCRITVS,,,,,loquitur,6,6.268f,6.96,,range
DEMOCRITVS,,,,,loquitur,6,6.269a,6.96,,range
DEMOCRITVS,,,,,loquitur,6,6.269b,6.96,,range
DEMOCRITVS,,,,,loquitur,6,6.269c,6.96@6.97,,range
DEMOCRITVS,,,,,loquitur,6,6.269d,6.97,,range
DEMOCRITVS,,,,,loquitur,6,6.269e,6.97@6.98,,range
DEMOCRITVS,,,,,loquitur,6,6.269f,6.98,,range
DEMOCRITVS,,,,,loquitur,6,6.270a,6.98@6.99,,"range end"
DEMOCRITVS,,,,,loquitur,8,8.331c,8.1@8.2,"cf. VIII.346c","range start"
DEMOCRITVS,,,,,loquitur,8,8.331d,8.2@8.3,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.331e,8.3,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.331f,8.3,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.332a,8.4,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.332b,8.4@8.5,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.332c,8.5,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.332d,8.5,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.332e,8.5@8.6,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.332f,8.6,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.333a,8.6,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.333b,8.6@8.7,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.333c,8.7,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.333d,8.7@8.8,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.333e,8.8,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.333f,8.8,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.334a,8.8@8.9,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.334b,8.9@8.10,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.334c,8.10,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.334d,8.10,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.334e,8.11,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.334f,8.11@8.12,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.335a,8.12,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.335b,8.12@8.13,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.335c,8.13,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.335d,8.13,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.335e,8.13@8.14,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.335f,8.14,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.336a,8.14,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.336b,8.14,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.336c,8.14,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.336d,8.14@8.15,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.336e,8.15,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.336f,8.15@8.16,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.337a,8.16@8.17,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.337b,8.17@8.18,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.337c,8.18,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.337d,8.18,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.337e,8.18,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.337f,8.18@8.19,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.338a,8.19,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.338b,8.19@8.20,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.338c,8.20,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.338d,8.20@8.21,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.338e,8.21,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.338f,8.21,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.339a,8.21,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.339b,8.21@8.22,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.339c,8.22,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.339d,8.23,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.339e,8.23@8.24,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.339f,8.24,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.340a,8.24,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.340b,8.24,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.340c,8.24,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.340d,8.24,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.340e,8.24@8.25,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.340f,8.25,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.341a,8.25@8.26,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.341b,8.26,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.341c,8.26,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.341d,8.26,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.341e,8.26@8.27,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.341f,8.27,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.342a,8.27,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.342b,8.27,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.342c,8.27@8.28,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.342d,8.28,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.342e,8.28@8.29,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.342f,8.29,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.343a,8.29,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.343b,8.29,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.343c,8.30,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.343d,8.30,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.343e,8.31,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.343f,8.31,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.344a,8.31@8.32,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.344b,8.32,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.344c,8.32@8.33,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.344d,8.33,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.344e,8.33,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.344f,8.33@8.34,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.345a,8.34,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.345b,8.34@8.35,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.345c,8.35,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.345d,8.35,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.345e,8.35,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.345f,8.36,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.346a,8.36,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.346b,8.36,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.346c,8.36@8.37,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.346d,8.37,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.346e,8.37,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.346f,8.37@8.38,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.347a,8.38,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.347b,8.38,"cf. VIII.346c",range
DEMOCRITVS,,,,,loquitur,8,8.347c,8.38,"cf. VIII.346c","range end"
DEMOCRITVS,,,,,loquitur,9,9.401d,9.64,,"range start"
DEMOCRITVS,,,,,loquitur,9,9.401e,9.64@9.65,,range
DEMOCRITVS,,,,,loquitur,9,9.401f,9.65,,range
DEMOCRITVS,,,,,loquitur,9,9.402a,9.65,,range
DEMOCRITVS,,,,,loquitur,9,9.402b,9.65,,range
DEMOCRITVS,,,,,loquitur,9,9.402c,9.65@9.66,,"range end"
DEMOCRITVS,,,,,loquitur,9,9.406d,9.71,,
DEMOCRITVS,,,,,loquitur,9,9.406e,9.71@9.72,,"range start"
DEMOCRITVS,,,,,loquitur,9,9.406f,9.72,,range
DEMOCRITVS,,,,,loquitur,9,9.407a,9.72,,range
DEMOCRITVS,,,,,loquitur,9,9.407b,9.72,,range
DEMOCRITVS,,,,,loquitur,9,9.407c,9.72@9.73,,"range end"
DEMOCRITVS,,,,,loquitur,9,9.407d,9.73,,"range start"
DEMOCRITVS,,,,,loquitur,9,9.407e,9.73,,range
DEMOCRITVS,,,,,loquitur,9,9.407f,9.73,,range
DEMOCRITVS,,,,,loquitur,9,9.408a,9.73@9.74,,range
DEMOCRITVS,,,,,loquitur,9,9.408b,9.74@9.75,,"range end"
DEMOCRITVS,,,,,loquitur,10,10.426c,10.27@10.28,,"range start"
DEMOCRITVS,,,,,loquitur,10,10.426d,10.28,,range
DEMOCRITVS,,,,,loquitur,10,10.426e,10.28,,range
DEMOCRITVS,,,,,loquitur,10,10.426f,10.28,,range
DEMOCRITVS,,,,,loquitur,10,10.427a,10.28@10.29,,range
DEMOCRITVS,,,,,loquitur,10,10.427b,10.29,,range
DEMOCRITVS,,,,,loquitur,10,10.427c,10.29@10.30,,range
DEMOCRITVS,,,,,loquitur,10,10.427d,10.30,,range
DEMOCRITVS,,,,,loquitur,10,10.427e,10.30@10.31,,range
DEMOCRITVS,,,,,loquitur,10,10.427f,10.31,,range
DEMOCRITVS,,,,,loquitur,10,10.428a,10.31,,range
DEMOCRITVS,,,,,loquitur,10,10.428b,10.31@10.32,,range
DEMOCRITVS,,,,,loquitur,10,10.428c,10.32,,range
DEMOCRITVS,,,,,loquitur,10,10.428d,10.32,,range
DEMOCRITVS,,,,,loquitur,10,10.428e,10.32@10.33,,range
DEMOCRITVS,,,,,loquitur,10,10.428f,10.33,,range
DEMOCRITVS,,,,,loquitur,10,10.429a,10.33,,range
DEMOCRITVS,,,,,loquitur,10,10.429b,10.33@10.34,,range
DEMOCRITVS,,,,,loquitur,10,10.429c,10.34,,range
DEMOCRITVS,,,,,loquitur,10,10.429d,10.34,,range
DEMOCRITVS,,,,,loquitur,10,10.429e,10.34,,range
DEMOCRITVS,,,,,loquitur,10,10.429f,10.34@10.35,,"range end"
DEMOCRITVS,,,,,loquitur,10,10.429f,10.34@10.35,,"range start"
DEMOCRITVS,,,,,loquitur,10,10.430a,10.35,,range
DEMOCRITVS,,,,,loquitur,10,10.430b,10.35,,range
DEMOCRITVS,,,,,loquitur,10,10.430c,10.35,,range
DEMOCRITVS,,,,,loquitur,10,10.430d,10.35@10.36,,range
DEMOCRITVS,,,,,loquitur,10,10.430e,10.36,,range
DEMOCRITVS,,,,,loquitur,10,10.430f,10.36@10.37,,range
DEMOCRITVS,,,,,loquitur,10,10.431a,10.37,,range
DEMOCRITVS,,,,,loquitur,10,10.431b,10.37,,range
DEMOCRITVS,,,,,loquitur,10,10.431c,10.37@10.38,,range
DEMOCRITVS,,,,,loquitur,10,10.431d,10.38,,range
DEMOCRITVS,,,,,loquitur,10,10.431e,10.38,,range
DEMOCRITVS,,,,,loquitur,10,10.431f,10.38@10.39,,range
DEMOCRITVS,,,,,loquitur,10,10.432a,10.39,,range
DEMOCRITVS,,,,,loquitur,10,10.432b,10.39@10.40,,range
DEMOCRITVS,,,,,loquitur,10,10.432c,10.40,,range
DEMOCRITVS,,,,,loquitur,10,10.432d,10.40@10.41,,range
DEMOCRITVS,,,,,loquitur,10,10.432e,10.41,,range
DEMOCRITVS,,,,,loquitur,10,10.432f,10.41,,range
DEMOCRITVS,,,,,loquitur,10,10.433a,10.41,,range
DEMOCRITVS,,,,,loquitur,10,10.433b,10.41@10.42,,range
DEMOCRITVS,,,,,loquitur,10,10.433c,10.42,,range
DEMOCRITVS,,,,,loquitur,10,10.433d,10.42,,range
DEMOCRITVS,,,,,loquitur,10,10.433e,10.43,,range
DEMOCRITVS,,,,,loquitur,10,10.433f,10.43,,range
DEMOCRITVS,,,,,loquitur,10,10.434a,10.43@10.44,,range
DEMOCRITVS,,,,,loquitur,10,10.434b,10.44,,range
DEMOCRITVS,,,,,loquitur,10,10.434c,10.44,,range
DEMOCRITVS,,,,,loquitur,10,10.434d,10.44@10.45,,range
DEMOCRITVS,,,,,loquitur,10,10.434e,10.45,,range
DEMOCRITVS,,,,,loquitur,10,10.434f,10.45,,range
DEMOCRITVS,,,,,loquitur,10,10.435a,10.45@10.46,,range
DEMOCRITVS,,,,,loquitur,10,10.435b,10.46,,range
DEMOCRITVS,,,,,loquitur,10,10.435c,10.46,,range
DEMOCRITVS,,,,,loquitur,10,10.435d,10.46@10.47,,range
DEMOCRITVS,,,,,loquitur,10,10.435e,10.47,,range
DEMOCRITVS,,,,,loquitur,10,10.435f,10.47,,range
DEMOCRITVS,,,,,loquitur,10,10.436a,10.47,,range
DEMOCRITVS,,,,,loquitur,10,10.436b,10.47,,range
DEMOCRITVS,,,,,loquitur,10,10.436c,10.47,,range
DEMOCRITVS,,,,,loquitur,10,10.436d,10.47@10.48,,range
DEMOCRITVS,,,,,loquitur,10,10.436e,10.48,,range
DEMOCRITVS,,,,,loquitur,10,10.436f,10.48@10.49,,range
DEMOCRITVS,,,,,loquitur,10,10.437a,10.49,,range
DEMOCRITVS,,,,,loquitur,10,10.437b,10.49,,range
DEMOCRITVS,,,,,loquitur,10,10.437c,10.49,,range
DEMOCRITVS,,,,,loquitur,10,10.437d,10.49,,range
DEMOCRITVS,,,,,loquitur,10,10.437e,10.49@10.50,,range
DEMOCRITVS,,,,,loquitur,10,10.437f,10.50,,range
DEMOCRITVS,,,,,loquitur,10,10.438a,10.50,,range
DEMOCRITVS,,,,,loquitur,10,10.438b,10.50@10.51,,range
DEMOCRITVS,,,,,loquitur,10,10.438c,10.51,,range
DEMOCRITVS,,,,,loquitur,10,10.438d,10.51@10.52,,range
DEMOCRITVS,,,,,loquitur,10,10.438e,10.52,,range
DEMOCRITVS,,,,,loquitur,10,10.438f,10.52,,range
DEMOCRITVS,,,,,loquitur,10,10.439a,10.52,,range
DEMOCRITVS,,,,,loquitur,10,10.439b,10.52@10.53,,range
DEMOCRITVS,,,,,loquitur,10,10.439c,10.53,,range
DEMOCRITVS,,,,,loquitur,10,10.439d,10.53,,range
DEMOCRITVS,,,,,loquitur,10,10.439e,10.53@10.54,,range
DEMOCRITVS,,,,,loquitur,10,10.439f,10.54,,range
DEMOCRITVS,,,,,loquitur,10,10.440a,10.54,,range
DEMOCRITVS,,,,,loquitur,10,10.440b,10.54@10.55,,range
DEMOCRITVS,,,,,loquitur,10,10.440c,10.55,,range
DEMOCRITVS,,,,,loquitur,10,10.440d,10.55@10.56,,range
DEMOCRITVS,,,,,loquitur,10,10.440e,10.56,,range
